,dU11,dU12,dU21,dU22
400,0.284,0.0175,0.0175,0.6672
401,-0.3956,0.0158,0.0158,-0.4219
402,0.6696,-0.4522,-0.4522,0.2235
403,0.4278,0.0306,0.0306,0.2447
404,0.5888,-0.13,-0.13,0.6449
405,0.0549,0.0358,0.0358,0.1672
406,-0.1736,-0.2138,-0.2138,0.4116
407,0.2931,0.6042,0.6042,0.4785
408,0.8914,0.0015,0.0015,0.8858
409,0.0065,-0.1231,-0.1231,-0.0711
410,0.2371,-0.1772,-0.1772,0.2622
411,-0.2446,0.3057,0.3057,0.4507
412,0.5459,-0.1136,-0.1136,0.3865
413,0.0225,0.0193,0.0193,-0.1866
414,0.6928,-0.1461,-0.1461,-0.4757
415,0.5519,0.3551,0.3551,0.1144
416,0.7384,0.0269,0.0269,0.547
417,-0.2288,-0.133,-0.133,-0.3765
418,0.1747,-0.2259,-0.2259,0.5134
419,-0.0669,0.027,0.027,0.3159
420,0.6909,-0.1395,-0.1395,0.6893
421,0.1073,-0.0088,-0.0088,0.1252
422,0.3279,-0.0975,-0.0975,-0.1075
423,0.48,0.5748,0.5748,0.0472
424,0.8069,0.0535,0.0535,0.9411
425,-0.1385,-0.1077,-0.1077,-0.1123
426,0.38,-0.1499,-0.1499,0.3011
427,0.3914,0.1942,0.1942,-0.2572
428,0.3743,0.0388,0.0388,0.3412
429,-0.4682,0.0841,0.0841,-0.0605
430,-0.3725,-0.0227,-0.0227,0.9586
431,0.2345,0.1731,0.1731,0.5621
432,0.8121,-0.1038,-0.1038,0.8222
433,0.1468,-0.1911,-0.1911,-0.2653
434,-0.0911,-0.0727,-0.0727,0.2389
435,-0.1838,0.3874,0.3874,0.1243
436,0.4531,0.0103,0.0103,0.5284
437,0.1092,0.2032,0.2032,-0.1263
438,0.5354,-0.3916,-0.3916,-0.1059
439,0.9494,0.0506,0.0506,0.03
440,0.5366,0.198,0.198,0.7202
441,-0.2147,0.0307,0.0307,-0.3835
442,0.8674,-0.0059,-0.0059,0.1209
443,0.5277,0.1966,0.1966,0.1509
444,0.3241,-0.1255,-0.1255,0.651
445,-0.0742,0.0439,0.0439,-0.063
446,-0.0761,-0.4951,-0.4951,0.2175
447,-0.1568,0.2414,0.2414,0.7339
448,0.651,0.217,0.217,0.5168
449,-0.3435,-0.0213,-0.0213,-0.4247
450,0.0907,-0.2698,-0.2698,0.7118
451,0.2018,0.0882,0.0882,0.2133
452,0.6417,-0.002,-0.002,0.6196
453,0.0884,0.0766,0.0766,-0.0176
454,0.3594,-0.315,-0.315,-0.0228
455,0.8414,0.1206,0.1206,-0.1498
456,0.9691,-0.0146,-0.0146,0.9445
457,-0.3045,-0.0233,-0.0233,0.1685
458,0.305,-0.0157,-0.0157,0.2132
459,0.2348,0.452,0.452,-0.2182
460,0.3878,-0.0337,-0.0337,0.4921
461,-0.226,0.0886,0.0886,-0.1867
462,0.1241,-0.5533,-0.5533,0.3007
463,0.0439,0.218,0.218,0.6336
464,0.6449,-0.0076,-0.0076,0.7342
465,-0.0492,-0.1619,-0.1619,-0.2821
466,0.0712,-0.1977,-0.1977,0.335
467,-0.2516,0.069,0.069,0.4018
468,0.3292,0.0928,0.0928,0.3954
469,0.1696,0.1381,0.1381,-0.3979
470,0.7727,-0.3674,-0.3674,-0.0835
471,0.6256,0.3788,0.3788,0.5621
472,0.6184,0.0713,0.0713,0.8483
473,-0.1629,0.0317,0.0317,-0.1773
474,0.4426,-0.2867,-0.2867,0.3329
475,0.4862,0.1853,0.1853,-0.0628
476,0.3996,-0.2148,-0.2148,0.7839
477,0.0751,-0.0008,-0.0008,0.0473
478,-0.4497,-0.1334,-0.1334,0.3796
479,-0.0964,0.5045,0.5045,0.417
480,0.84,-0.0134,-0.0134,0.7675
481,-0.3021,-0.2784,-0.2784,-0.0394
482,0.333,-0.1248,-0.1248,0.0906
483,0.3408,0.0073,0.0073,-0.3209
484,0.5709,0.0039,0.0039,0.5698
485,-0.1225,0.0696,0.0696,0.0567
486,-0.1006,-0.198,-0.198,0.6199
487,0.2941,0.4508,0.4508,0.5669
488,0.897,0.2227,0.2227,0.4115
489,-0.3671,0.1056,0.1056,-0.3581
490,0.4269,-0.3871,-0.3871,0.7295
491,0.2104,0.0537,0.0537,0.4578
492,0.6974,-0.1593,-0.1593,0.5155
493,-0.0664,-0.0088,-0.0088,-0.0002
494,0.5176,-0.047,-0.047,-0.3943
495,0.4876,0.3605,0.3605,-0.0953
496,0.5677,0.1091,0.1091,0.5928
497,-0.3084,-0.0234,-0.0234,-0.249
498,0.705,-0.2151,-0.2151,-0.0239
499,0.2464,0.1516,0.1516,0.1687
500,0.5218,-0.0813,-0.0813,0.9225
501,0.2371,0.0081,0.0081,0.2439
502,-0.1795,-0.2048,-0.2048,0.2039
503,-0.4122,0.0189,0.0189,0.9281
504,0.7908,0.0549,0.0549,0.729
505,-0.0924,-0.0132,-0.0132,-0.1843
506,0.1465,-0.0343,-0.0343,0.6135
507,-0.0225,0.303,0.303,0.4374
508,0.3944,-0.0563,-0.0563,0.2818
509,-0.1864,0.1881,0.1881,-0.1909
510,0.4744,-0.616,-0.616,0.0016
511,0.742,0.1385,0.1385,0.1348
512,0.5816,0.1795,0.1795,0.6072
513,-0.4165,-0.0165,-0.0165,-0.379
514,0.8426,-0.2106,-0.2106,0.0528
515,0.204,0.0714,0.0714,0.1589
516,0.5904,-0.0136,-0.0136,0.6993
517,-0.0378,0.1002,0.1002,0.0856
518,-0.0134,-0.3283,-0.3283,0.4471
519,-0.1672,0.0902,0.0902,0.8139
520,0.9311,-0.0057,-0.0057,0.9367
521,0.2163,-0.0787,-0.0787,-0.2532
522,0.2473,-0.0023,-0.0023,0.2967
523,-0.2493,0.3547,0.3547,0.3401
524,0.4576,-0.0313,-0.0313,0.372
525,-0.1485,0.0777,0.0777,-0.1723
526,0.3349,-0.5267,-0.5267,0.1084
527,0.6422,0.1714,0.1714,0.105
528,0.7911,-0.0135,-0.0135,0.6588
529,-0.307,-0.165,-0.165,-0.0897
530,0.3988,-0.2411,-0.2411,0.0562
531,0.4204,0.0567,0.0567,-0.2668
532,0.4011,0.0724,0.0724,0.3899
533,-0.391,0.2039,0.2039,0.09
534,-0.1977,-0.2699,-0.2699,0.9285
535,0.4644,0.369,0.369,0.7224
536,0.8727,0.096,0.096,0.592
537,-0.1473,-0.0052,-0.0052,-0.1494
538,0.3089,-0.2854,-0.2854,0.4427
539,0.009,0.1629,0.1629,0.5267
540,0.7098,-0.2232,-0.2232,0.4791
541,0.0395,-0.015,-0.015,0.1307
542,0.3875,-0.0264,-0.0264,-0.4772
543,0.5846,0.4023,0.4023,-0.1444
544,0.7256,-0.0012,-0.0012,0.8781
545,-0.0064,-0.197,-0.197,-0.3843
546,0.147,-0.1593,-0.1593,0.2948
547,-0.3812,0.1208,0.1208,0.283
548,0.5792,-0.0287,-0.0287,0.5621
549,0.0786,0.0717,0.0717,-0.1862
550,0.5982,-0.25,-0.25,-0.0534
551,0.4366,0.4931,0.4931,0.3107
552,0.2973,0.1431,0.1431,0.9462
553,-0.2876,0.0991,0.0991,-0.3665
554,0.574,-0.3542,-0.3542,0.5393
555,0.4257,0.0839,0.0839,0.2449
556,0.4686,-0.1242,-0.1242,0.6719
557,0.0368,-0.004,-0.004,-0.0367
558,-0.3488,-0.1059,-0.1059,0.4246
559,-0.0318,0.3894,0.3894,0.4191
560,0.6317,0.0968,0.0968,0.5807
561,-0.3039,-0.0128,-0.0128,-0.3466
562,-0.0167,-0.2767,-0.2767,0.6778
563,0.1488,0.2024,0.2024,0.1979
564,0.9725,-0.0079,-0.0079,0.5163
565,0.2041,0.0131,0.0131,0.1793
566,0.1199,-0.2804,-0.2804,-0.1198
567,0.8815,0.2732,0.2732,-0.4412
568,0.6822,0.0858,0.0858,0.8106
569,-0.1987,-0.01,-0.01,-0.0566
570,0.5259,-0.0547,-0.0547,0.1353
571,0.4202,0.3419,0.3419,0.0411
572,0.2979,-0.013,-0.013,0.3558
573,-0.233,0.1557,0.1557,-0.1156
574,0.1886,-0.6244,-0.6244,0.196
575,0.2162,0.2444,0.2444,0.7113
576,0.7536,0.053,0.053,0.7333
577,-0.1385,-0.0943,-0.0943,-0.4176
578,0.0222,-0.1606,-0.1606,0.5393
579,-0.0231,0.2412,0.2412,0.0872
580,0.4182,0.0305,0.0305,0.6078
581,-0.0213,0.228,0.228,-0.253
582,0.6904,-0.4015,-0.4015,-0.0275
583,0.8454,0.0213,0.0213,0.0658
584,0.5649,0.2067,0.2067,0.8408
585,-0.2886,-0.0045,-0.0045,-0.2457
586,0.7206,-0.0424,-0.0424,0.2277
587,0.4249,0.2058,0.2058,0.1286
588,0.4492,-0.174,-0.174,0.8549
589,0.073,-0.1644,-0.1644,0.0456
590,-0.1446,-0.2784,-0.2784,0.0538
591,-0.385,0.2533,0.2533,0.657
592,0.6259,0.0513,0.0513,0.3259
593,-0.4556,0.0516,0.0516,-0.4039
594,0.1352,-0.3857,-0.3857,0.7833
595,0.1573,0.012,0.012,0.4015
596,0.6419,-0.1685,-0.1685,0.588
597,0.168,0.0604,0.0604,0.0048
598,0.4338,-0.1978,-0.1978,-0.1776
599,0.4642,0.6187,0.6187,0.1894
600,0.8327,0.0171,0.0171,0.8721
601,-0.0075,-0.1314,-0.1314,0.0096
602,0.2614,-0.1149,-0.1149,0.1905
