,dU11,dU12,dU21,dU22
144,0.3971,-0.2534,-0.2534,-0.067
145,0.6507,0.2783,0.2783,-0.1032
146,0.9455,-0.0114,-0.0114,0.2695
147,0.1035,-0.0375,-0.0375,0.116
148,0.0402,-0.0376,-0.0376,0.6303
149,0.284,0.2793,0.2793,0.3247
150,0.8012,0.1924,0.1924,0.5085
151,-0.4709,0.0168,0.0168,-0.4331
152,-0.0832,-0.5259,-0.5259,0.5068
153,0.2427,0.1585,0.1585,0.8701
154,0.4809,-0.0163,-0.0163,0.5933
155,-0.2241,0.098,0.098,-0.1628
156,0.3235,-0.015,-0.015,0.2501
157,0.1017,0.391,0.391,-0.0552
158,0.7393,-0.0363,-0.0363,0.7079
159,-0.2429,-0.0615,-0.0615,-0.0514
160,0.0123,-0.2428,-0.2428,0.0167
161,-0.3419,0.0961,0.0961,0.6895
162,0.4648,-0.1295,-0.1295,0.7363
163,-0.0354,0.1277,0.1277,0.1429
164,0.7772,-0.3068,-0.3068,0.0009
165,0.3995,0.1017,0.1017,0.2275
166,0.7396,0.187,0.187,0.7773
167,-0.3824,-0.0072,-0.0072,-0.2278
168,0.2787,-0.5515,-0.5515,-0.0184
169,0.8408,0.1396,0.1396,0.0224
170,0.4049,0.0599,0.0599,0.6056
171,-0.0823,0.2053,0.2053,-0.2789
172,0.1192,-0.0706,-0.0706,0.4244
173,-0.0617,0.1933,0.1933,0.1763
174,0.8097,-0.1104,-0.1104,0.8945
175,0.075,-0.0331,-0.0331,-0.2132
176,-0.1281,-0.105,-0.105,0.906
177,0.3337,0.3182,0.3182,0.5965
178,0.3451,-0.0863,-0.0863,0.4572
179,-0.1854,0.0645,0.0645,0.113
180,0.2966,-0.1982,-0.1982,0.0944
181,0.4795,0.25,0.25,-0.4073
182,0.6655,0.0272,0.0272,0.8386
183,-0.2729,-0.2418,-0.2418,-0.1296
184,0.6092,-0.033,-0.033,-0.3472
185,0.4242,0.6207,0.6207,0.2688
186,0.7964,-0.1284,-0.1284,0.5681
187,-0.0105,-0.0854,-0.0854,0.2167
188,0.2952,-0.2171,-0.2171,0.6143
189,-0.0142,0.1523,0.1523,0.3211
190,0.6311,0.0256,0.0256,0.3133
191,-0.3435,0.0512,0.0512,-0.3401
192,-0.3121,-0.0136,-0.0136,0.5595
193,0.1315,0.4334,0.4334,0.2732
194,0.4616,-0.1922,-0.1922,0.811
195,0.1945,0.0014,0.0014,0.1983
196,0.612,-0.3287,-0.3287,0.1155
197,0.4487,0.2142,0.2142,-0.035
198,0.2713,0.0426,0.0426,0.9537
199,-0.3436,-0.0022,-0.0022,-0.3433
200,0.9278,-0.2017,-0.2017,-0.446
201,0.5773,0.3741,0.3741,0.3403
202,0.4729,0.0403,0.0403,0.5185
203,-0.0213,0.033,0.033,-0.1511
204,0.1956,-0.1199,-0.1199,0.3001
205,-0.3603,0.2,0.2,0.2586
206,0.7905,0.0149,0.0149,0.7183
207,-0.0473,-0.0725,-0.0725,-0.0769
208,0.1329,-0.4123,-0.4123,0.3223
209,0.0642,0.1225,0.1225,0.7027
210,0.2981,-0.0373,-0.0373,0.4198
211,-0.3005,0.2491,0.2491,-0.0689
212,0.4701,-0.0939,-0.0939,0.0775
213,0.4041,0.3501,0.3501,-0.0141
214,0.9116,-0.0227,-0.0227,0.896
215,-0.4337,-0.0742,-0.0742,0.1208
216,-0.0009,-0.3278,-0.3278,-0.0627
217,0.9347,0.0664,0.0664,-0.4019
218,0.7002,-0.0912,-0.0912,0.4833
219,-0.1084,-0.0223,-0.0223,-0.073
220,0.2747,-0.1789,-0.1789,0.7884
221,0.2585,0.0576,0.0576,0.3688
222,0.6776,0.0439,0.0439,0.661
223,-0.2665,0.0001,0.0001,-0.231
224,0.6121,-0.4671,-0.4671,0.0092
225,0.6604,0.1024,0.1024,0.1834
226,0.5514,-0.0119,-0.0119,0.4323
227,0.0809,0.2186,0.2186,-0.0979
228,-0.0792,-0.0538,-0.0538,0.2671
229,-0.0465,0.3832,0.3832,0.178
230,0.8955,0.0554,0.0554,0.8395
231,-0.1041,-0.0771,-0.0771,-0.3794
232,-0.2643,-0.328,-0.328,0.3229
233,-0.036,0.3122,0.3122,0.7893
234,0.5941,-0.0145,-0.0145,0.9988
235,0.0692,-0.0446,-0.0446,0.0577
236,0.6684,-0.0484,-0.0484,0.0789
237,0.1178,0.143,0.143,0.1074
238,0.4408,0.1628,0.1628,0.6817
239,-0.2198,0.0843,0.0843,-0.4044
240,0.3213,-0.1972,-0.1972,-0.0893
241,0.5092,0.5196,0.5196,-0.2208
242,0.4869,-0.1583,-0.1583,0.4832
243,0.1537,0.0113,0.0113,0.0348
244,0.4202,-0.464,-0.464,0.516
245,0.139,0.021,0.021,0.5728
246,0.7811,0.0908,0.0908,0.553
247,-0.234,-0.1152,-0.1152,-0.4301
248,-0.2557,-0.2765,-0.2765,0.6781
249,0.2506,0.4665,0.4665,0.6942
250,0.4358,0.0734,0.0734,0.3966
251,-0.3553,0.0489,0.0489,-0.0653
252,0.448,-0.1937,-0.1937,0.3004
253,0.3533,0.0738,0.0738,-0.3004
254,0.8165,-0.0364,-0.0364,0.6579
255,-0.1567,-0.209,-0.209,0.0991
256,-0.2305,-0.2214,-0.2214,0.7822
257,0.3188,0.1834,0.1834,0.5521
258,0.4316,-0.0994,-0.0994,0.5118
259,-0.3072,0.0479,0.0479,0.1591
260,0.199,-0.1931,-0.1931,0.0836
261,0.4766,0.1244,0.1244,-0.3416
262,0.7649,0.0584,0.0584,0.9769
263,-0.2562,-0.1282,-0.1282,-0.1242
264,0.4245,-0.3031,-0.3031,-0.3855
265,0.6518,0.369,0.369,-0.0151
266,0.7782,-0.176,-0.176,0.7306
267,-0.0011,-0.0044,-0.0044,0.1345
268,0.3917,-0.2469,-0.2469,0.4062
269,0.0391,0.0248,0.0248,0.3275
270,0.7309,0.1308,0.1308,0.448
271,-0.427,0.1296,0.1296,-0.2374
272,-0.068,-0.2221,-0.2221,0.2408
273,-0.2716,0.4185,0.4185,0.5913
274,0.2567,-0.0408,-0.0408,0.6717
275,0.0247,0.0529,0.0529,0.0253
276,0.9941,-0.0435,-0.0435,0.0234
277,0.375,0.241,0.241,0.3215
278,0.5444,0.159,0.159,0.8182
279,-0.3789,-0.0838,-0.0838,-0.1658
280,0.4648,-0.5402,-0.5402,-0.0578
281,0.8575,0.2558,0.2558,-0.0189
282,0.2833,0.0289,0.0289,0.4575
283,-0.1754,0.119,0.119,-0.2401
284,0.2347,-0.036,-0.036,0.5452
285,-0.028,0.3163,0.3163,0.2089
286,0.7245,-0.0814,-0.0814,0.8225
287,0.1472,-0.0865,-0.0865,-0.2231
288,0.2651,-0.4216,-0.4216,0.1222
289,0.7168,0.0126,0.0126,-0.2689
290,0.8036,-0.1319,-0.1319,0.439
291,0.2192,-0.0082,-0.0082,0.2344
292,-0.0131,-0.285,-0.285,0.6226
293,0.0383,0.2082,0.2082,0.3484
294,0.6414,0.3194,0.3194,0.6003
295,-0.4025,0.0025,0.0025,-0.3642
296,0.037,-0.655,-0.655,0.441
297,0.1441,0.1089,0.1089,0.8667
298,0.5994,0.0258,0.0258,0.4994
299,-0.1415,0.1144,0.1144,-0.0139
300,0.4016,-0.092,-0.092,0.114
301,0.0659,0.3448,0.3448,-0.2387
302,0.6834,0.0364,0.0364,0.6988
303,-0.1896,-0.0454,-0.0454,0.0352
304,0.6907,-0.1496,-0.1496,-0.1061
305,0.4924,0.3772,0.3772,0.3134
306,0.3574,-0.0271,-0.0271,0.3318
307,0.081,0.14,0.14,-0.3821
308,0.1035,-0.1996,-0.1996,0.3394
309,-0.1223,0.1518,0.1518,0.5042
310,0.8502,-0.014,-0.014,0.9523
311,-0.1192,-0.2536,-0.2536,-0.2897
312,-0.3411,-0.0322,-0.0322,0.2695
313,0.2507,0.6431,0.6431,0.3649
314,0.5739,-0.0963,-0.0963,0.7247
315,-0.1092,0.0236,0.0236,-0.0539
316,0.7938,-0.2508,-0.2508,0.3079
317,0.358,0.0503,0.0503,0.2115
318,0.5571,0.0001,0.0001,0.6386
319,-0.2813,-0.034,-0.034,-0.2681
320,0.3076,-0.0577,-0.0577,-0.288
321,0.1244,0.5126,0.5126,0.1227
322,0.6478,-0.1392,-0.1392,0.4559
323,0.1462,0.0896,0.0896,-0.0396
324,0.1154,-0.3418,-0.3418,0.7
325,0.276,0.0819,0.0819,0.4851
326,0.9742,0.0158,0.0158,0.6093
327,-0.3135,-0.0339,-0.0339,-0.3208
328,-0.4274,-0.1778,-0.1778,0.6342
329,0.3451,0.3811,0.3811,0.5554
330,0.5106,0.06,0.06,0.4521
331,-0.4448,0.1128,0.1128,-0.0606
332,0.415,-0.1642,-0.1642,0.2159
333,0.2775,0.1059,0.1059,-0.1726
334,0.9135,-0.0117,-0.0117,0.8136
335,-0.0581,-0.1208,-0.1208,0.0333
336,0.5984,-0.5468,-0.5468,0.154
337,0.724,0.0669,0.0669,0.0838
338,0.4356,-0.0325,-0.0325,0.2883
339,0.0437,0.115,0.115,-0.1035
340,0.071,-0.0815,-0.0815,0.3648
341,-0.1332,0.4576,0.4576,0.3408
342,0.8057,0.0745,0.0745,0.7607
343,-0.0088,-0.0646,-0.0646,-0.4283
344,0.0313,-0.4691,-0.4691,0.1554
345,-0.2282,0.036,0.036,0.9423
346,0.4874,-0.132,-0.132,0.8428
347,0.1361,-0.1065,-0.1065,-0.0554
348,0.7102,-0.1938,-0.1938,0.2879
349,0.3039,0.2083,0.2083,0.0008
350,0.4726,0.2169,0.2169,0.4842
351,-0.2263,0.0103,0.0103,-0.3481
352,0.0314,-0.464,-0.464,0.4652
353,0.0151,0.1864,0.1864,0.6353
354,0.422,0.0165,0.0165,0.3334
355,-0.135,0.3009,0.3009,0.0056
356,0.5796,-0.0898,-0.0898,-0.0817
357,0.2147,0.3698,0.3698,-0.0312
358,0.8405,0.0403,0.0403,0.8877
359,-0.3643,-0.1306,-0.1306,0.1785
360,0.2506,-0.3298,-0.3298,-0.2698
361,0.7328,0.4497,0.4497,-0.3139
362,0.6365,-0.0026,-0.0026,0.5874
363,0.0309,0.0044,0.0044,0.0301
364,0.0689,-0.0017,-0.0017,0.9416
365,0.1969,0.0619,0.0619,0.2214
366,0.7099,0.0838,0.0838,0.5465
367,-0.1906,0.0028,0.0028,-0.1823
368,-0.0894,-0.1861,-0.1861,0.4217
369,0.0166,0.3303,0.3303,0.6297
370,0.6032,-0.3207,-0.3207,0.7137
371,0.0921,0.0007,0.0007,0.1384
372,0.3707,-0.3394,-0.3394,0.3253
373,0.5548,0.0377,0.0377,-0.0112
374,0.4082,0.1628,0.1628,0.7687
375,-0.4813,-0.0153,-0.0153,-0.4584
376,0.8166,-0.2719,-0.2719,-0.2474
377,0.776,0.3519,0.3519,0.3861
378,0.5252,-0.0199,-0.0199,0.513
379,-0.0777,0.0263,0.0263,-0.2541
380,0.2191,-0.0564,-0.0564,0.2425
381,-0.2962,0.1236,0.1236,0.3213
382,0.6781,-0.0324,-0.0324,0.7801
383,-0.1542,-0.0817,-0.0817,-0.2258
384,-0.0032,-0.371,-0.371,0.208
385,-0.1946,0.1333,0.1333,0.6402
386,0.3859,-0.1345,-0.1345,0.8855
387,0.1364,0.025,0.025,0.1628
388,0.6301,-0.1416,-0.1416,-0.0381
389,0.4005,0.1895,0.1895,0.1534
390,0.6082,0.2547,0.2547,0.8047
391,-0.3221,0.0147,0.0147,-0.455
392,0.2001,-0.6679,-0.6679,0.1451
393,0.823,0.0469,0.0469,0.2352
394,0.6085,-0.0188,-0.0188,0.5689
395,-0.0458,0.1187,0.1187,-0.2142
396,0.1593,-0.0499,-0.0499,0.289
397,-0.2713,0.2764,0.2764,0.2159
398,0.7539,0.0148,0.0148,0.7496
399,-0.0598,-0.0026,-0.0026,-0.1548
400,-0.176,-0.0375,-0.0375,0.7649
401,0.2618,0.4355,0.4355,0.3666
402,0.2654,-0.0003,-0.0003,0.2658
403,-0.299,0.1284,0.1284,0.0185
404,0.4443,-0.2216,-0.2216,0.146
405,0.4632,0.2885,0.2885,-0.1141
406,0.9053,-0.0002,-0.0002,0.9037
407,-0.1148,-0.3121,-0.3121,-0.1046
408,0.3585,-0.0906,-0.0906,-0.3761
409,0.4706,0.6324,0.6324,0.0173
410,0.6571,-0.1001,-0.1001,0.5333
411,-0.0964,-0.0226,-0.0226,0.0036
412,0.4398,-0.3221,-0.3221,0.7595
413,0.0926,0.086,0.086,0.3944
414,0.6874,0.0385,0.0385,0.4649
415,-0.1912,-0.0526,-0.0526,-0.2184
416,0.7932,-0.382,-0.382,-0.0776
417,0.5925,0.2233,0.2233,0.2519
418,0.4698,-0.0637,-0.0637,0.4635
419,0.2056,0.0273,0.0273,-0.1703
420,0.1025,-0.2477,-0.2477,0.1795
421,-0.4991,0.0182,0.0182,0.4387
422,0.9194,0.0886,0.0886,0.6691
423,-0.0331,-0.1466,-0.1466,-0.3087
424,-0.3476,-0.2788,-0.2788,0.5007
425,0.0504,0.5388,0.5388,0.51
426,0.7008,-0.1067,-0.1067,0.7481
427,0.2183,-0.0333,-0.0333,0.0486
428,0.5219,-0.3056,-0.3056,0.3251
429,0.2672,0.0452,0.0452,-0.0462
430,0.3612,0.0943,0.0943,0.7142
431,-0.2507,0.0692,0.0692,-0.3253
432,0.1755,-0.1865,-0.1865,-0.0374
433,0.7443,0.2536,0.2536,-0.2644
434,0.8006,-0.0636,-0.0636,0.3163
435,0.0577,0.099,0.099,-0.0113
436,0.0039,-0.1518,-0.1518,0.8365
437,0.3092,0.1908,0.1908,0.4036
438,0.7546,0.1354,0.1354,0.6312
439,-0.2697,-0.0556,-0.0556,-0.4481
440,-0.204,-0.3693,-0.3693,0.5265
441,0.063,0.2765,0.2765,0.886
442,0.5175,0.0011,0.0011,0.3619
443,-0.2701,0.1969,0.1969,-0.1987
444,0.4654,-0.0166,-0.0166,0.1873
445,0.1433,0.2662,0.2662,0.1038
446,0.9233,-0.1412,-0.1412,0.6968
447,-0.2523,-0.1273,-0.1273,0.053
448,0.4623,-0.3579,-0.3579,-0.1339
449,0.5742,0.1946,0.1946,0.0896
450,0.4038,-0.0013,-0.0013,0.369
451,-0.1056,0.3379,0.3379,-0.1851
452,-0.0455,-0.0507,-0.0507,0.5132
453,0.1619,0.3532,0.3532,0.1716
454,0.9582,0.0053,0.0053,0.9511
455,0.0799,-0.1726,-0.1726,-0.2677
456,-0.2807,-0.336,-0.336,0.1372
457,-0.3231,0.2565,0.2565,0.7994
458,0.5346,-0.027,-0.027,0.7507
459,-0.0328,0.0128,0.0128,-0.0236
460,0.804,-0.1174,-0.1174,0.1323
461,0.2744,0.047,0.047,0.2498
462,0.6527,0.0883,0.0883,0.7409
463,-0.1373,0.0415,0.0415,-0.2817
464,0.4887,-0.1761,-0.1761,-0.1614
465,0.4624,0.436,0.436,-0.0012
466,0.6658,-0.2788,-0.2788,0.5051
467,0.096,-0.0122,-0.0122,0.1716
468,0.2929,-0.3439,-0.3439,0.5611
469,-0.087,0.0774,0.0774,0.604
470,0.8517,0.1139,0.1139,0.3182
471,-0.3454,-0.0568,-0.0568,-0.4199
472,-0.1848,-0.4625,-0.4625,0.7931
473,0.2666,0.3462,0.3462,0.7544
474,0.4678,-0.0075,-0.0075,0.4684
475,-0.1325,0.0011,0.0011,-0.1183
476,0.2969,-0.0638,-0.0638,0.2787
477,0.3999,0.0221,0.0221,-0.4451
478,0.6967,0.0053,0.0053,0.7105
479,-0.2012,-0.0873,-0.0873,-0.0483
480,-0.2393,-0.0841,-0.0841,0.4107
481,-0.0849,0.5412,0.5412,0.2889
482,0.493,-0.103,-0.103,0.6098
483,0.0693,0.0397,0.0397,0.2283
484,0.6177,-0.4501,-0.4501,0.2106
485,0.4423,0.094,0.094,0.1384
486,0.5132,0.0709,0.0709,0.9065
487,-0.3247,-0.0969,-0.0969,-0.2773
488,0.7273,-0.01,-0.01,-0.4127
489,0.4932,0.4694,0.4694,0.3204
490,0.3607,0.0988,0.0988,0.5572
491,-0.0098,0.1147,0.1147,-0.3486
492,0.1818,-0.201,-0.201,0.506
493,-0.2245,0.1753,0.1753,0.1931
494,0.7566,-0.0058,-0.0058,0.8506
495,0.0424,-0.2161,-0.2161,0.0091
496,0.3366,-0.5277,-0.5277,0.3925
497,0.192,0.0437,0.0437,0.783
498,0.356,-0.082,-0.082,0.5421
499,-0.152,0.1464,0.1464,0.0728
500,0.2307,-0.0757,-0.0757,0.0181
501,0.4255,0.3354,0.3354,-0.2099
502,0.7978,0.0218,0.0218,0.8047
503,-0.4823,-0.0077,-0.0077,-0.1107
504,0.1428,-0.3805,-0.3805,-0.0233
505,0.9593,0.2103,0.2103,-0.1219
506,0.9335,-0.1328,-0.1328,0.5269
507,-0.0197,-0.0674,-0.0674,0.0372
508,0.188,-0.1271,-0.1271,0.6671
509,0.0923,0.1607,0.1607,0.2642
510,0.5606,0.1327,0.1327,0.4763
511,-0.4138,0.0202,0.0202,-0.2726
512,0.1573,-0.4809,-0.4809,0.2692
513,-0.0041,0.0276,0.0276,0.6577
514,0.3615,-0.0078,-0.0078,0.3806
515,-0.3091,0.2196,0.2196,0.0549
516,0.3713,-0.179,-0.179,0.007
517,0.3468,0.2702,0.2702,-0.0236
518,0.9859,0.0115,0.0115,0.9864
519,-0.3254,-0.0362,-0.0362,0.0804
520,0.0113,-0.3431,-0.3431,-0.2412
521,0.8055,0.1365,0.1365,-0.3424
522,0.7714,-0.0426,-0.0426,0.5799
523,-0.0311,0.0432,0.0432,-0.0853
524,0.1956,-0.1856,-0.1856,0.8417
525,0.2254,0.0614,0.0614,0.2857
526,0.7086,0.102,0.102,0.6571
527,-0.218,0.0089,0.0089,-0.1673
528,-0.1704,-0.1231,-0.1231,0.5871
529,0.0963,0.5003,0.5003,0.3752
530,0.4173,-0.2617,-0.2617,0.6906
531,0.2314,-0.0375,-0.0375,0.0934
532,0.5715,-0.2925,-0.2925,0.1844
533,0.571,0.1278,0.1278,-0.0437
534,0.3216,0.0591,0.0591,0.879
535,-0.4057,-0.0121,-0.0121,-0.3962
536,0.9023,-0.0988,-0.0988,-0.3951
537,0.5365,0.4032,0.4032,0.4977
538,0.4903,-0.0114,-0.0114,0.4738
539,-0.0958,0.0434,0.0434,-0.1887
540,0.2689,-0.0712,-0.0712,0.3931
541,-0.3715,0.2763,0.2763,0.3394
542,0.6727,0.0001,0.0001,0.6685
543,-0.0731,-0.1519,-0.1519,-0.1163
544,0.3234,-0.1311,-0.1311,-0.2092
545,0.4241,0.4993,0.4993,-0.157
546,0.5946,-0.1357,-0.1357,0.498
547,0.2179,0.029,0.029,-0.0096
548,0.3027,-0.5333,-0.5333,0.5623
549,0.1025,0.0636,0.0636,0.4474
550,0.8995,0.1229,0.1229,0.5099
551,-0.2036,-0.1077,-0.1077,-0.3003
552,-0.3446,-0.3514,-0.3514,0.6929
553,0.0539,0.3453,0.3453,0.7319
554,0.4799,0.1567,0.1567,0.4248
555,-0.3164,0.0037,0.0037,0.059
556,0.332,-0.2201,-0.2201,0.2956
557,0.2948,0.0308,0.0308,-0.2602
558,0.8545,-0.0473,-0.0473,0.7395
559,-0.1353,-0.1448,-0.1448,0.1004
560,0.6359,-0.3745,-0.3745,0.0565
561,0.7249,0.1921,0.1921,0.2808
562,0.5981,-0.0196,-0.0196,0.3102
563,-0.0769,0.2025,0.2025,-0.1004
564,-0.0162,-0.0075,-0.0075,0.3221
565,0.0085,0.4518,0.4518,0.1441
566,0.8389,0.0349,0.0349,0.7738
567,-0.0772,-0.1247,-0.1247,-0.4264
568,-0.0756,-0.3935,-0.3935,0.2551
569,-0.0918,0.3176,0.3176,0.8632
570,0.5362,-0.0795,-0.0795,0.9374
571,0.0739,-0.1008,-0.1008,0.03
572,0.6174,-0.0581,-0.0581,0.2039
573,0.2471,0.1669,0.1669,0.1372
574,0.4674,0.1047,0.1047,0.5826
575,-0.3137,0.0418,0.0418,-0.4737
576,0.2585,-0.3368,-0.3368,-0.0962
577,0.5825,0.1867,0.1867,-0.1003
578,0.9776,-0.0941,-0.0941,0.4037
579,0.1563,0.042,0.042,0.1326
580,-0.0281,-0.0752,-0.0752,0.6714
581,0.1479,0.2516,0.2516,0.3489
582,0.8349,0.2509,0.2509,0.5004
583,-0.4274,0.0141,0.0141,-0.3599
584,-0.1861,-0.5379,-0.5379,0.5855
585,0.2495,0.2321,0.2321,0.7487
586,0.554,0.0004,0.0004,0.5487
587,-0.1416,0.1125,0.1125,-0.1316
588,0.2795,-0.0042,-0.0042,0.1293
589,0.0327,0.3149,0.3149,-0.0545
590,0.8094,-0.0014,-0.0014,0.807
591,-0.1405,-0.0206,-0.0206,-0.0873
592,0.6392,-0.3007,-0.3007,-0.1016
593,0.5933,0.3041,0.3041,0.0922
594,0.3077,-0.0287,-0.0287,0.3011
595,0.0998,0.0188,0.0188,-0.37
596,0.3108,-0.2722,-0.2722,0.322
597,-0.2941,0.0786,0.0786,0.6066
598,0.862,0.0122,0.0122,0.837
599,0.0799,-0.2707,-0.2707,-0.2891
600,-0.3402,-0.1576,-0.1576,0.3621
601,-0.1585,0.6107,0.6107,0.6127
