,dU11,dU12,dU21,dU22
114,-0.3746,-0.1249,-0.1249,0.3651
115,-0.2439,0.4444,0.4444,0.8081
116,0.6523,0.0369,0.0369,0.6592
117,-0.2998,-0.0151,-0.0151,-0.2855
118,0.8069,-0.1122,-0.1122,0.257
119,0.36,0.0559,0.0559,0.2371
120,0.262,-0.0002,-0.0002,0.2577
121,0.0989,0.1033,0.1033,-0.3185
122,0.4947,-0.453,-0.453,0.1334
123,0.6541,0.3201,0.3201,0.0548
124,0.8933,-0.0014,-0.0014,0.9525
125,0.1277,-0.1184,-0.1184,-0.4359
126,0.1911,-0.2222,-0.2222,0.3499
127,-0.0679,0.2822,0.2822,0.3992
128,0.5392,-0.0041,-0.0041,0.6572
129,0.0459,-0.004,-0.004,0.0301
130,-0.1796,-0.3997,-0.3997,0.1247
131,-0.2775,0.4991,0.4991,0.673
132,0.5338,0.0008,0.0008,0.8
133,-0.1828,0.0172,0.0172,-0.2576
134,0.6192,-0.3611,-0.3611,0.3931
135,0.2399,0.0255,0.0255,0.1947
136,0.3534,0.0306,0.0306,0.3549
137,0.0477,0.2773,0.2773,-0.2012
138,0.6973,-0.1591,-0.1591,-0.2755
139,0.5949,0.251,0.251,0.0187
140,0.968,0.0063,0.0063,0.9672
141,-0.0551,-0.2106,-0.2106,-0.2754
142,-0.0302,-0.0892,-0.0892,0.4524
143,-0.0506,0.2158,0.2158,0.3866
144,0.4995,-0.0109,-0.0109,0.5114
145,-0.1545,0.0377,0.0377,-0.1438
146,-0.2078,-0.3475,-0.3475,0.808
147,0.1282,0.0956,0.0956,0.922
148,0.7425,-0.0457,-0.0457,0.6851
149,-0.1826,-0.0509,-0.0509,-0.1644
150,0.2655,-0.0314,-0.0314,0.185
151,0.3776,0.098,0.098,-0.3185
152,0.8034,-0.1308,-0.1308,0.3758
153,0.0884,-0.0131,-0.0131,0.2278
154,0.4334,-0.2969,-0.2969,-0.013
155,0.3588,0.5019,0.5019,0.0656
156,0.8031,0.118,0.118,0.3824
157,-0.4443,-0.0003,-0.0003,-0.4487
158,0.1507,-0.2886,-0.2886,0.5532
159,0.2403,0.2988,0.2988,0.3763
160,0.4246,0.0312,0.0312,0.5859
161,-0.0856,0.1554,0.1554,-0.4141
162,0.1422,-0.5265,-0.5265,0.0625
163,0.6241,0.3766,0.3766,0.2506
164,0.7618,-0.0174,-0.0174,0.8631
165,0.1322,-0.098,-0.098,-0.1027
166,0.3021,-0.2484,-0.2484,0.3219
167,-0.0644,0.252,0.252,0.1489
168,0.5294,-0.1603,-0.1603,0.6374
169,-0.0055,0.0934,0.0934,0.1551
170,-0.2481,-0.0077,-0.0077,0.3078
171,-0.355,0.2091,0.2091,0.5919
172,0.5856,0.2182,0.2182,0.7625
173,-0.3107,-0.0633,-0.0633,-0.1938
174,0.9746,-0.048,-0.048,-0.0851
175,0.4946,0.0932,0.0932,0.1125
176,0.8363,-0.1952,-0.1952,0.5513
177,0.0109,-0.0997,-0.0997,0.053
178,0.4292,-0.2207,-0.2207,-0.3196
179,0.9942,0.0653,0.0653,-0.2149
180,0.6254,0.1794,0.1794,0.3435
181,-0.3229,0.0344,0.0344,-0.304
182,0.2503,-0.16,-0.16,0.7492
183,-0.0872,0.0383,0.0383,0.3585
184,0.3118,-0.1062,-0.1062,0.5756
185,-0.2755,0.0543,0.0543,0.1447
186,0.0309,-0.4297,-0.4297,0.5901
187,0.4489,0.2801,0.2801,0.5364
188,0.69,0.055,0.055,0.8456
189,-0.4729,-0.0481,-0.0481,-0.0318
190,0.2887,-0.1372,-0.1372,0.1327
191,0.1276,0.4897,0.4897,0.0102
192,0.5717,-0.0018,-0.0018,0.5699
193,-0.0761,0.1333,0.1333,-0.0963
194,0.6906,-0.4722,-0.4722,-0.3087
195,0.8566,0.1265,0.1265,0.2028
196,0.7397,0.0646,0.0646,0.6851
197,-0.0849,-0.1176,-0.1176,-0.0941
198,0.168,-0.0952,-0.0952,0.3962
199,-0.4442,0.1231,0.1231,0.2706
200,0.3727,-0.1302,-0.1302,0.9612
201,0.1022,0.0017,0.0017,0.2216
202,-0.1469,-0.2743,-0.2743,0.3245
203,0.1382,0.4081,0.4081,0.4129
204,0.3535,0.1447,0.1447,0.9474
205,-0.3613,0.0012,0.0012,-0.3875
206,0.6316,-0.3046,-0.3046,0.0685
207,0.2949,0.2233,0.2233,0.1135
208,0.8067,-0.0154,-0.0154,0.5219
209,-0.0925,-0.0039,-0.0039,-0.0792
210,0.0207,-0.3048,-0.3048,-0.1079
211,0.6677,0.5109,0.5109,-0.077
212,0.6404,0.0119,0.0119,0.5015
213,-0.2103,-0.0131,-0.0131,-0.2511
214,0.462,-0.3691,-0.3691,0.6655
215,0.2005,0.1128,0.1128,0.3778
216,0.3321,-0.0407,-0.0407,0.3449
217,-0.3004,0.2064,0.2064,-0.0315
218,-0.1184,-0.1019,-0.1019,0.6708
219,0.0701,0.2408,0.2408,0.6688
220,0.8368,0.0024,0.0024,0.8374
221,-0.2495,-0.2741,-0.2741,0.0618
222,0.6172,-0.0686,-0.0686,-0.0098
223,0.5081,0.2475,0.2475,-0.1915
224,0.6543,-0.1037,-0.1037,0.852
225,0.134,-0.0878,-0.0878,0.0671
226,-0.3794,-0.2209,-0.2209,0.4929
227,-0.249,0.0365,0.0365,0.8144
228,0.4659,0.1188,0.1188,0.6764
229,-0.2685,0.1553,0.1553,-0.3657
230,0.6437,-0.1183,-0.1183,0.1301
231,0.3204,0.0009,0.0009,0.0583
232,0.4718,-0.0233,-0.0233,0.4183
233,0.15,0.0443,0.0443,-0.1205
234,0.6173,-0.55,-0.55,0.1245
235,0.3815,0.2906,0.2906,0.3677
236,0.9201,0.0761,0.0761,0.7658
237,-0.0723,-0.0464,-0.0464,-0.3237
238,0.0041,-0.2006,-0.2006,0.214
239,0.0381,0.433,0.433,0.0904
240,0.4658,0.0212,0.0212,0.2899
241,-0.2956,0.0789,0.0789,-0.0654
242,0.1158,-0.5759,-0.5759,0.2789
243,0.1672,0.4678,0.4678,0.6798
244,0.9224,-0.0331,-0.0331,0.6869
245,-0.2511,-0.1307,-0.1307,0.0842
246,0.4124,-0.1398,-0.1398,0.3624
247,0.2414,0.2298,0.2298,-0.0481
248,0.5544,-0.2146,-0.2146,0.429
249,0.0906,0.0382,0.0382,0.0332
250,0.3585,-0.0503,-0.0503,-0.1794
251,0.7155,0.3228,0.3228,-0.3412
252,0.7829,0.1518,0.1518,0.714
253,-0.3362,-0.0717,-0.0717,-0.4361
254,0.0268,-0.0508,-0.0508,0.8483
255,0.2603,0.0746,0.0746,0.5262
256,0.7512,-0.1408,-0.1408,0.6464
257,0.0599,-0.0779,-0.0779,0.2107
258,0.5894,-0.034,-0.034,-0.4752
259,0.835,0.2729,0.2729,-0.2303
260,0.6486,0.2092,0.2092,0.5212
261,-0.3943,0.0923,0.0923,-0.2282
262,0.1124,-0.0007,-0.0007,0.7185
263,0.0228,0.0551,0.0551,0.2589
264,0.3747,-0.0239,-0.0239,0.5228
265,-0.1201,0.139,0.139,0.196
266,0.3029,-0.6114,-0.6114,0.3228
267,0.2915,0.2492,0.2492,0.5193
268,0.7875,0.0294,0.0294,0.9489
269,-0.3475,-0.0968,-0.0968,-0.153
270,0.1351,-0.1643,-0.1643,0.1178
271,0.2611,0.3506,0.3506,-0.1128
272,0.3467,0.0471,0.0471,0.4867
273,-0.1185,0.0304,0.0304,-0.3623
274,0.4523,-0.4689,-0.4689,-0.0558
275,0.5171,0.4994,0.4994,0.3709
276,0.6945,-0.0955,-0.0955,0.9434
277,0.0751,-0.0439,-0.0439,-0.2284
278,0.2363,-0.1369,-0.1369,0.407
279,0.092,0.2669,0.2669,0.19
280,0.3925,-0.1373,-0.1373,0.5971
281,0.0778,0.0218,0.0218,0.0907
282,-0.1171,-0.1459,-0.1459,0.3686
283,-0.4657,0.1152,0.1152,0.7159
284,0.6055,0.1088,0.1088,0.7555
285,-0.3643,-0.0888,-0.0888,-0.3231
286,0.844,-0.2147,-0.2147,0.0648
287,0.6108,0.0275,0.0275,0.1938
288,0.6043,-0.0161,-0.0161,0.6069
289,-0.1968,0.1138,0.1138,-0.0851
290,-0.3682,-0.2287,-0.2287,0.7884
291,0.3058,0.2087,0.2087,0.7544
292,0.7176,0.0318,0.0318,0.7204
293,-0.0986,-0.0539,-0.0539,-0.0537
294,0.3747,-0.05,-0.05,0.0918
295,0.2191,0.2273,0.2273,-0.3342
296,0.9441,-0.0092,-0.0092,0.4356
297,0.1826,0.0071,0.0071,0.15
298,0.2425,-0.3576,-0.3576,-0.002
299,0.49,0.3206,0.3206,-0.0557
300,0.9234,0.0319,0.0319,0.2725
301,-0.3411,-0.0039,-0.0039,-0.3572
302,0.1884,-0.417,-0.417,0.5315
303,0.0166,0.2233,0.2233,0.4258
304,0.4705,-0.0801,-0.0801,0.7393
305,-0.0338,-0.0015,-0.0015,-0.0618
306,-0.2265,-0.2737,-0.2737,0.1789
307,0.1611,0.6676,0.6676,0.4322
308,0.4732,0.0679,0.0679,0.683
309,-0.2748,-0.0097,-0.0097,-0.1581
310,0.8473,-0.2996,-0.2996,0.3688
311,0.2558,0.1199,0.1199,0.1918
312,0.3977,-0.0556,-0.0556,0.324
313,-0.1185,0.2954,0.2954,-0.2065
314,0.5442,-0.2678,-0.2678,-0.1152
315,0.7684,0.0918,0.0918,0.0431
316,0.8779,-0.0016,-0.0016,0.8798
317,-0.1238,-0.3358,-0.3358,-0.1991
318,0.0996,-0.1525,-0.1525,0.5264
319,-0.2139,0.0831,0.0831,0.5629
320,0.5391,0.0662,0.0662,0.3971
321,-0.4101,0.0889,0.0889,0.0386
322,-0.1577,-0.5189,-0.5189,0.3513
323,0.38,0.4434,0.4434,0.4511
324,0.8148,-0.015,-0.015,0.7783
325,-0.1931,-0.0695,-0.0695,0.2006
326,0.47,-0.2099,-0.2099,0.2946
327,0.0116,0.2778,0.2778,-0.0131
328,0.7226,-0.1652,-0.1652,0.4413
329,0.105,0.1415,0.1415,0.0082
330,0.2368,-0.1071,-0.1071,-0.2588
331,0.7095,0.0188,0.0188,-0.351
332,0.9121,0.1876,0.1876,0.5687
333,-0.2672,-0.0773,-0.0773,-0.3307
334,-0.018,-0.2155,-0.2155,0.883
335,0.1377,0.0155,0.0155,0.454
336,0.7035,-0.2259,-0.2259,0.7955
337,0.0528,-0.0689,-0.0689,-0.0494
338,-0.3391,-0.0403,-0.0403,0.4395
339,-0.0938,0.2752,0.2752,0.8306
340,0.4272,0.1583,0.1583,0.5118
341,-0.2785,0.0568,0.0568,-0.3692
342,0.7463,-0.0453,-0.0453,0.2044
343,0.38,0.1259,0.1259,-0.0083
344,0.5604,-0.0302,-0.0302,0.3223
345,0.0327,0.0949,0.0949,-0.201
346,0.4385,-0.4997,-0.4997,0.2902
347,0.6234,0.2465,0.2465,0.2971
348,0.8524,0.0237,0.0237,0.6302
349,-0.0224,-0.1302,-0.1302,-0.3872
350,0.1732,-0.217,-0.217,0.2219
351,-0.2067,0.4624,0.4624,0.3281
352,0.7018,-0.0202,-0.0202,0.6229
353,0.0029,0.0001,0.0001,-0.0007
354,0.2313,-0.2898,-0.2898,-0.3291
355,0.4148,0.5988,0.5988,-0.0303
356,0.7248,0.0324,0.0324,0.5855
357,-0.3077,0.0001,0.0001,-0.1639
358,0.2137,-0.2774,-0.2774,0.7131
359,0.271,0.0523,0.0523,0.3029
360,0.3605,0.0525,0.0525,0.3124
361,-0.0833,0.2558,0.2558,-0.0747
362,-0.1039,-0.3295,-0.3295,0.6458
363,-0.1056,0.1199,0.1199,0.6383
364,0.9171,0.0078,0.0078,0.9254
365,-0.1104,-0.2188,-0.2188,-0.0875
366,0.4238,-0.2197,-0.2197,-0.0171
367,0.4753,0.1164,0.1164,-0.1631
368,0.4744,0.0029,0.0029,0.4753
369,-0.0691,0.0436,0.0436,-0.1164
370,0.9444,-0.1656,-0.1656,-0.3852
371,0.8941,0.2516,0.2516,0.1462
372,0.7,-0.0167,-0.0167,0.7061
373,-0.1274,-0.0981,-0.0981,-0.2496
374,0.2318,-0.0126,-0.0126,0.3189
375,-0.299,0.2333,0.2333,0.3088
376,0.2601,-0.0608,-0.0608,0.8819
377,0.1762,-0.0126,-0.0126,0.1344
378,0.0751,-0.3445,-0.3445,0.2797
379,-0.051,0.4257,0.4257,0.583
380,0.4,0.0317,0.0317,0.8822
381,-0.46,0.0074,0.0074,-0.4869
382,0.4139,-0.3035,-0.3035,0.2727
383,0.4357,0.2026,0.2026,0.156
384,0.5043,0.0025,0.0025,0.535
385,0.0181,0.0646,0.0646,-0.1787
386,0.4219,-0.6836,-0.6836,0.0652
387,0.7538,0.2861,0.2861,0.291
388,0.79,-0.0009,-0.0009,0.8049
389,-0.0935,-0.022,-0.022,-0.1705
390,0.1805,-0.0678,-0.0678,0.2106
391,-0.2188,0.2469,0.2469,0.1331
392,0.5822,-0.2196,-0.2196,0.6286
393,0.2227,0.0086,0.0086,0.2327
394,-0.3027,-0.0943,-0.0943,0.6062
395,-0.182,0.2825,0.2825,0.5986
396,0.6304,0.2852,0.2852,0.7262
397,-0.4007,0.005,0.005,-0.407
398,0.6798,-0.098,-0.098,-0.0383
399,0.4295,0.1521,0.1521,0.0406
400,0.5979,-0.0722,-0.0722,0.5345
401,-0.0351,-0.0707,-0.0707,-0.0315
402,0.3431,-0.2448,-0.2448,-0.2311
403,0.9023,0.2198,0.2198,-0.4198
404,0.6263,0.0356,0.0356,0.5919
405,-0.2266,0.0022,0.0022,-0.2262
406,0.2661,-0.2372,-0.2372,0.7823
407,0.1791,0.0432,0.0432,0.3936
408,0.3356,0.0058,0.0058,0.3123
409,-0.3897,0.0193,0.0193,0.0958
410,-0.0268,-0.3357,-0.3357,0.6113
411,0.2078,0.3619,0.3619,0.4901
412,0.9906,-0.0335,-0.0335,0.8332
413,-0.4454,-0.0116,-0.0116,0.1053
414,0.3764,-0.1772,-0.1772,0.0784
415,0.3635,0.3658,0.3658,0.1085
416,0.6061,-0.0453,-0.0453,0.9119
417,0.11,-0.0461,-0.0461,-0.0117
418,-0.0386,-0.4629,-0.4629,0.1374
419,0.0664,0.4378,0.4378,0.6047
420,0.3027,0.052,0.052,0.7546
421,-0.1626,0.0489,0.0489,-0.302
422,0.476,-0.3545,-0.3545,0.3856
423,0.2065,0.1829,0.1829,-0.0004
424,0.5309,-0.083,-0.083,0.4913
425,0.0902,0.2013,0.2013,-0.1838
426,0.8497,-0.0753,-0.0753,-0.2429
427,0.6028,0.0897,0.0897,0.2724
428,0.8408,0.0974,0.0974,0.7868
429,-0.0632,-0.1383,-0.1383,-0.2773
430,-0.0775,-0.0382,-0.0382,0.3569
431,-0.3687,0.2526,0.2526,0.4386
432,0.4486,0.0207,0.0207,0.4127
433,-0.3417,0.1941,0.1941,-0.2156
434,-0.3296,-0.2099,-0.2099,0.6157
435,0.0558,0.0096,0.0096,0.9905
436,0.8763,-0.0685,-0.0685,0.742
437,-0.1289,-0.2284,-0.2284,0.0381
438,0.535,-0.0784,-0.0784,0.2337
439,0.3603,0.0176,0.0176,-0.2461
440,0.6743,-0.1569,-0.1569,0.3472
441,0.1424,0.0367,0.0367,-0.048
442,0.1912,-0.2398,-0.2398,-0.0532
443,0.2434,0.5621,0.5621,0.1633
444,0.8179,0.1297,0.1297,0.5266
445,-0.1444,-0.0527,-0.0527,-0.4786
446,0.3235,-0.4124,-0.4124,0.7069
447,0.3148,0.2418,0.2418,0.3197
448,0.6233,-0.0854,-0.0854,0.7282
449,-0.0532,0.079,0.079,-0.0233
450,-0.4128,-0.2344,-0.2344,0.2058
451,-0.3041,0.1709,0.1709,0.849
452,0.5786,0.1196,0.1196,0.714
453,-0.206,-0.0145,-0.0145,-0.2023
454,0.8376,-0.2186,-0.2186,0.2129
455,0.2887,0.0197,0.0197,0.1166
456,0.3488,0.0014,0.0014,0.3538
457,0.2168,0.0458,0.0458,-0.4493
458,0.4886,-0.4012,-0.4012,-0.0581
459,0.4264,0.3416,0.3416,0.2632
460,0.9734,0.0376,0.0376,0.8534
461,0.2334,-0.0528,-0.0528,-0.3645
462,0.0679,-0.2534,-0.2534,0.4598
463,-0.0294,0.3581,0.3581,0.169
464,0.5297,-0.0001,-0.0001,0.5427
465,-0.252,0.0327,0.0327,-0.1047
466,0.0783,-0.5923,-0.5923,0.4632
467,0.3122,0.2774,0.2774,0.7935
468,0.6491,-0.0002,-0.0002,0.6438
469,-0.2472,-0.0712,-0.0712,0.0264
470,0.3257,-0.0948,-0.0948,0.2565
471,0.2916,0.3306,0.3306,-0.3556
472,0.6566,-0.3246,-0.3246,0.6104
473,0.0754,0.0072,0.0072,0.068
474,0.446,-0.1073,-0.1073,-0.1104
475,0.6183,0.3085,0.3085,-0.024
476,0.5881,0.2587,0.2587,0.5826
477,-0.3848,-0.0194,-0.0194,-0.4028
478,0.007,-0.1107,-0.1107,0.7088
479,0.015,0.2155,0.2155,0.4991
480,0.3185,0.1368,0.1368,0.5396
481,-0.1254,0.1791,0.1791,-0.2188
482,0.6919,-0.3382,-0.3382,-0.3378
483,0.8152,0.073,0.073,-0.0929
484,0.7652,-0.0889,-0.0889,0.892
485,0.0266,-0.1449,-0.1449,-0.038
486,0.1284,-0.0964,-0.0964,0.4662
487,-0.2075,0.0328,0.0328,0.3299
488,0.4328,-0.0802,-0.0802,0.6547
489,-0.0215,0.0193,0.0193,0.1652
490,-0.0882,-0.2664,-0.2664,0.2243
491,0.0655,0.541,0.541,0.1801
492,0.64,0.1045,0.1045,0.9071
493,-0.3274,-0.0057,-0.0057,-0.2855
494,0.5975,-0.3946,-0.3946,0.0959
495,0.381,0.1476,0.1476,0.3316
496,0.8535,-0.0628,-0.0628,0.4753
497,-0.0105,-0.0623,-0.0623,0.1358
498,0.095,-0.4754,-0.4754,0.0704
499,0.6021,0.55,0.55,0.1186
500,0.6639,0.047,0.047,0.4309
501,-0.4447,0.0588,0.0588,-0.3169
502,0.4215,-0.1945,-0.1945,0.4551
503,0.1249,0.1588,0.1588,0.2783
504,0.3246,-0.084,-0.084,0.39
505,-0.1194,0.1032,0.1032,0.0765
506,-0.1931,-0.0469,-0.0469,0.984
507,0.1311,0.1598,0.1598,0.769
508,0.7955,0.0721,0.0721,0.8457
509,-0.3936,-0.1593,-0.1593,-0.1256
510,0.2996,-0.0058,-0.0058,0.0193
511,0.5137,0.1867,0.1867,-0.3643
512,0.742,-0.0273,-0.0273,0.5583
513,0.014,0.0219,0.0219,-0.0447
514,-0.0116,-0.378,-0.378,-0.1588
515,0.5795,0.5569,0.5569,-0.0892
516,0.8043,0.0411,0.0411,0.4498
517,-0.1651,-0.0085,-0.0085,-0.1898
518,0.4951,-0.4294,-0.4294,0.6086
519,0.1397,0.0738,0.0738,0.2211
520,0.3949,-0.0226,-0.0226,0.4062
521,-0.3113,0.2943,0.2943,0.0854
522,-0.2884,-0.0669,-0.0669,0.6292
523,0.0628,0.1547,0.1547,0.6349
524,0.8968,0.0476,0.0476,0.9243
525,-0.2853,-0.2196,-0.2196,0.0513
526,0.5521,-0.0533,-0.0533,-0.0275
527,0.4125,0.1863,0.1863,-0.1848
528,0.5882,-0.037,-0.037,0.5231
529,-0.178,0.0797,0.0797,-0.2295
530,0.7648,-0.238,-0.238,-0.2769
531,0.9422,0.0059,0.0059,0.2054
532,0.6696,-0.0045,-0.0045,0.6787
533,-0.0935,-0.1028,-0.1028,-0.1683
534,0.1785,-0.0492,-0.0492,0.3629
535,-0.4201,0.022,0.022,0.4057
536,0.4154,-0.212,-0.212,0.8532
537,0.1392,-0.0069,-0.0069,0.1021
538,0.0241,-0.2877,-0.2877,0.3186
539,0.226,0.465,0.465,0.285
540,0.3252,0.1893,0.1893,0.7464
541,-0.4394,-0.0125,-0.0125,-0.3574
542,0.567,-0.3516,-0.3516,0.2389
543,0.2552,0.3529,0.3529,0.2535
544,0.5821,0.0186,0.0186,0.3329
545,-0.345,0.1015,0.1015,-0.0387
546,0.0155,-0.5559,-0.5559,0.2963
547,0.0974,0.3548,0.3548,0.6731
548,0.9526,-0.0116,-0.0116,0.7451
549,-0.1149,-0.0488,-0.0488,0.0543
550,0.31,-0.1877,-0.1877,0.2296
551,0.2119,0.1825,0.1825,-0.049
552,0.5535,-0.1112,-0.1112,0.5303
553,0.153,0.064,0.064,0.0766
554,0.3885,-0.0655,-0.0655,-0.2575
555,0.5324,0.3404,0.3404,-0.3873
556,0.7596,0.1883,0.1883,0.6969
557,-0.277,-0.041,-0.041,-0.3302
558,-0.0801,-0.1277,-0.1277,0.8729
559,0.2284,0.1058,0.1058,0.4931
560,0.564,-0.1857,-0.1857,0.7249
561,0.0938,-0.144,-0.144,0.0834
562,-0.2555,-0.3107,-0.3107,0.4756
563,-0.2711,0.2081,0.2081,0.9487
564,0.4452,0.1589,0.1589,0.5969
565,-0.35,0.0888,0.0888,-0.3673
566,0.6331,-0.1611,-0.1611,0.2816
567,0.34,0.0679,0.0679,0.0101
568,0.5012,-0.0494,-0.0494,0.3
569,0.1413,0.0136,0.0136,-0.1946
570,0.732,-0.413,-0.413,-0.0364
571,0.5722,0.3142,0.3142,0.3238
572,0.8679,0.019,0.019,0.7766
573,-0.1139,-0.0083,-0.0083,-0.4939
574,0.0873,-0.091,-0.091,0.237
575,-0.0244,0.4259,0.4259,0.277
576,0.5437,0.0332,0.0332,0.4899
577,-0.0586,0.0934,0.0934,-0.0115
578,-0.3661,-0.4017,-0.4017,0.8442
579,0.0833,0.0583,0.0583,0.8621
580,0.7468,0.0108,0.0108,0.7622
581,-0.1447,-0.068,-0.068,-0.1155
582,0.3304,-0.0488,-0.0488,0.1613
583,0.2816,0.0358,0.0358,-0.3623
584,0.8484,-0.1615,-0.1615,0.4117
585,0.2125,0.001,0.001,0.2025
586,0.3456,-0.3587,-0.3587,-0.0826
587,0.2857,0.4767,0.4767,0.186
588,0.9249,0.1815,0.1815,0.4711
589,-0.4862,0.0145,0.0145,-0.3784
590,0.0962,-0.3101,-0.3101,0.4971
591,0.2228,0.2016,0.2016,0.2896
592,0.5188,-0.0313,-0.0313,0.7022
593,-0.0015,-0.0284,-0.0284,-0.0683
594,-0.0085,-0.3518,-0.3518,0.0173
595,-0.0298,0.6184,0.6184,0.5069
596,0.602,0.0051,0.0051,0.6267
597,-0.2519,0.0163,0.0163,-0.2875
598,0.5583,-0.3301,-0.3301,0.4942
599,0.3724,0.0806,0.0806,0.2955
600,0.2979,0.0099,0.0099,0.3057
601,0.0108,0.1414,0.1414,-0.252
