,dU11,dU12,dU21,dU22
84,-0.011,-0.2003,-0.2003,-0.0159
85,0.8021,0.1227,0.1227,0.5547
86,-0.2352,0.0736,0.0736,0.4127
87,0.1758,-0.4239,-0.4239,0.7037
88,-0.0585,0.007,0.007,0.0261
89,0.3499,-0.0132,-0.0132,0.3686
90,0.033,0.6032,0.6032,0.5247
91,-0.2606,-0.1949,-0.1949,0.653
92,-0.3511,-0.138,-0.138,-0.3282
93,0.8741,-0.0449,-0.0449,0.7689
94,0.5156,0.0459,0.0459,0.1501
95,0.467,-0.1499,-0.1499,0.2905
96,-0.1358,0.1007,0.1007,0.2111
97,0.6372,-0.1692,-0.1692,0.7289
98,0.2181,0.2367,0.2367,0.6072
99,-0.4624,-0.0468,-0.0468,0.583
100,-0.2217,-0.0701,-0.0701,-0.1609
101,0.4532,0.0863,0.0863,0.8998
102,0.2497,0.1856,0.1856,-0.256
103,0.3822,-0.2915,-0.2915,0.2901
104,-0.0181,-0.0753,-0.0753,0.227
105,0.4279,-0.0264,-0.0264,0.4149
106,0.6568,0.4111,0.4111,-0.1291
107,0.9946,-0.0109,-0.0109,-0.1868
108,-0.435,0.0343,0.0343,-0.3991
109,0.6442,-0.0198,-0.0198,0.7735
110,0.0828,0.1717,0.1717,0.5264
111,0.2124,-0.0695,-0.0695,0.2312
112,0.0265,0.0478,0.0478,0.0601
113,0.5388,0.0525,0.0525,0.3222
114,-0.4324,0.0637,0.0637,0.6722
115,-0.1152,-0.4204,-0.4204,0.5415
116,-0.1318,0.0108,0.0108,-0.2401
117,0.9083,-0.0232,-0.0232,0.8778
118,0.2703,0.094,0.094,0.2637
119,0.4283,-0.208,-0.208,-0.0135
120,-0.1232,0.1865,0.1865,-0.2652
121,0.6777,-0.093,-0.093,0.2716
122,0.9663,0.0963,0.0963,-0.0404
123,0.2281,-0.245,-0.245,-0.1011
124,0.1116,-0.0738,-0.0738,-0.4172
125,0.7224,0.0974,0.0974,0.6136
126,0.1093,0.3179,0.3179,0.1474
127,0.2872,-0.2256,-0.2256,0.7887
128,0.0436,0.0177,0.0177,0.1894
129,0.3954,0.0747,0.0747,0.3053
130,0.139,0.6367,0.6367,0.1649
131,-0.2463,-0.4228,-0.4228,0.6215
132,-0.2565,0.0224,0.0224,-0.2707
133,0.965,0.0005,0.0005,0.9668
134,0.2596,0.0025,0.0025,0.2189
135,0.3784,-0.1795,-0.1795,0.102
136,-0.0977,0.0326,0.0326,-0.3412
137,0.5764,-0.124,-0.124,0.4358
138,0.4273,0.4782,0.4782,0.3376
139,0.3449,-0.1737,-0.1737,-0.0703
140,-0.0476,-0.1828,-0.1828,-0.1929
141,0.6758,0.0152,0.0152,0.606
142,-0.141,0.0512,0.0512,0.5438
143,0.2423,-0.2983,-0.2983,0.6771
144,-0.1018,0.1623,0.1623,0.0428
145,0.5923,-0.057,-0.057,0.8939
146,0.1937,0.1395,0.1395,0.6012
147,-0.0057,-0.4485,-0.4485,0.1698
148,-0.1818,-0.0298,-0.0298,-0.0756
149,0.5476,0.2122,0.2122,0.6705
150,0.2698,0.2836,0.2836,-0.237
151,0.6798,-0.0186,-0.0186,-0.0363
152,0.0929,-0.0689,-0.0689,0.1584
153,0.4889,-0.0287,-0.0287,0.3238
154,0.7803,0.3633,0.3633,-0.1316
155,0.4082,-0.6087,-0.6087,0.2654
156,-0.4106,-0.0135,-0.0135,-0.4514
157,0.7283,-0.0001,-0.0001,0.7283
158,0.0578,0.191,0.191,0.4157
159,0.2291,-0.0014,-0.0014,0.3399
160,-0.1122,0.3407,0.3407,-0.1417
161,0.7502,-0.0861,-0.0861,0.5641
162,0.7353,0.0744,0.0744,0.0443
163,0.1054,-0.3257,-0.3257,-0.3084
164,0.2328,-0.0258,-0.0258,-0.2906
165,0.8488,0.1878,0.1878,0.5456
166,-0.079,0.296,0.296,0.123
167,0.0689,-0.2158,-0.2158,0.9369
168,-0.0856,0.0219,0.0219,-0.0825
169,0.4186,-0.0007,-0.0007,0.4202
170,-0.3015,0.1676,0.1676,0.831
171,0.0152,-0.3785,-0.3785,0.4216
172,-0.3991,-0.0217,-0.0217,-0.1533
173,0.8046,-0.0729,-0.0729,0.7035
174,0.4406,0.2405,0.2405,0.2621
175,0.5783,-0.1002,-0.1002,0.1496
176,0.0752,-0.0127,-0.0127,0.1106
177,0.5724,0.0023,0.0023,0.5732
178,0.4265,0.4072,0.4072,0.089
179,0.8172,-0.226,-0.226,-0.3005
180,-0.3575,0.0945,0.0945,-0.1973
181,0.8893,0.0067,0.0067,0.7106
182,-0.0125,0.1084,0.1084,0.3541
183,0.0541,-0.2257,-0.2257,0.1721
184,-0.2046,0.0625,0.0625,-0.04
185,0.5465,-0.3144,-0.3144,0.637
186,0.3879,0.3756,0.3756,0.7689
187,-0.2356,-0.1192,-0.1192,0.5036
188,-0.383,-0.1641,-0.1641,-0.0592
189,0.3011,0.0004,0.0004,0.8024
190,0.4001,0.2457,0.2457,-0.3819
191,0.5332,-0.281,-0.281,0.4003
192,0.1369,0.1002,0.1002,-0.2891
193,0.8218,-0.2421,-0.2421,0.645
194,0.6775,0.2284,0.2284,0.3632
195,0.4339,-0.0762,-0.0762,-0.4261
196,-0.0535,-0.1166,-0.1166,-0.1793
197,0.9679,0.0968,0.0968,0.3005
198,-0.3663,0.2475,0.2475,0.1989
199,0.3445,-0.3961,-0.3961,0.4011
200,0.0876,-0.045,-0.045,-0.0916
201,0.4466,-0.0954,-0.0954,0.5116
202,0.0318,0.4138,0.4138,0.6966
203,-0.1686,-0.053,-0.053,0.849
204,-0.3433,-0.0109,-0.0109,-0.3293
205,0.6286,0.0094,0.0094,0.7162
206,0.467,0.2291,0.2291,-0.0307
207,0.2611,-0.1763,-0.1763,0.244
208,0.0504,0.0754,0.0754,0.0154
209,0.3857,0.0659,0.0659,0.595
210,0.6592,0.002,0.002,-0.3872
211,0.5381,-0.3884,-0.3884,-0.2202
212,-0.1869,-0.0027,-0.0027,-0.2037
213,0.8505,-0.0192,-0.0192,0.87
214,0.2603,0.1509,0.1509,0.3044
215,-0.0059,-0.1894,-0.1894,0.4983
216,-0.2573,0.2261,0.2261,-0.1402
217,0.3578,-0.1092,-0.1092,0.7229
218,0.0022,0.0372,0.0372,0.9441
219,-0.1981,-0.238,-0.238,0.2049
220,-0.4692,-0.1252,-0.1252,0.1538
221,0.5928,0.1113,0.1113,0.6864
222,0.2029,0.3685,0.3685,0.0757
223,0.8585,-0.2053,-0.2053,0.2863
224,0.2175,0.0146,0.0146,0.2387
225,0.4923,0.0009,0.0009,0.4809
226,-0.224,0.2026,0.2026,0.6916
227,-0.0187,-0.6674,-0.6674,0.5086
228,-0.3077,0.0675,0.0675,-0.4693
229,0.8607,0.0574,0.0574,0.8719
230,0.2421,0.1042,0.1042,0.1225
231,0.2562,-0.0261,-0.0261,0.0598
232,-0.0686,0.0308,0.0308,-0.1154
233,0.8186,-0.0263,-0.0263,0.4055
234,0.7793,0.1756,0.1756,0.1178
235,0.3434,-0.38,-0.38,0.1066
236,-0.1227,-0.0993,-0.0993,-0.3288
237,0.5158,0.1141,0.1141,0.5106
238,-0.1202,0.4057,0.4057,0.3703
239,0.1493,-0.0612,-0.0612,0.6621
240,-0.379,0.0073,0.0073,0.1092
241,0.5661,-0.0535,-0.0535,0.6659
242,0.2335,0.3662,0.3662,0.3862
243,-0.2767,-0.195,-0.195,0.3084
244,-0.018,-0.1366,-0.1366,0.0156
245,0.5836,0.1035,0.1035,0.8446
246,0.3305,0.0903,0.0903,-0.1895
247,0.6081,-0.4383,-0.4383,0.1879
248,-0.0042,0.0003,0.0003,-0.0161
249,0.3147,-0.0222,-0.0222,0.2753
250,0.4566,0.668,0.668,0.0777
251,0.6704,-0.2342,-0.2342,-0.1608
252,-0.316,-0.0802,-0.0802,-0.3475
253,0.7843,-0.0465,-0.0465,0.9212
254,0.1902,0.0479,0.0479,0.4477
255,0.2781,-0.1412,-0.1412,0.4047
256,0.1893,0.0004,0.0004,0.1838
257,0.4927,-0.0171,-0.0171,0.4675
258,0.4427,0.4751,0.4751,0.0727
259,0.8756,-0.2658,-0.2658,-0.3613
260,-0.3316,0.1034,0.1034,-0.3137
261,0.9384,0.0731,0.0731,0.7618
262,-0.012,0.0368,0.0368,0.257
263,0.0749,-0.1424,-0.1424,0.2389
264,-0.2035,0.0078,0.0078,-0.0859
265,0.4524,-0.2129,-0.2129,0.7835
266,0.397,0.3546,0.3546,0.6167
267,-0.1025,-0.1585,-0.1585,0.5052
268,-0.1992,-0.1351,-0.1351,-0.1953
269,0.4165,0.109,0.109,0.6433
270,0.5257,0.1118,0.1118,-0.3674
271,0.5456,-0.2466,-0.2466,0.2445
272,0.062,0.1785,0.1785,-0.2759
273,0.6687,-0.0012,-0.0012,0.5958
274,0.5731,0.1936,0.1936,-0.0214
275,0.0933,-0.3749,-0.3749,-0.0592
276,0.0429,-0.0756,-0.0756,-0.1494
277,0.7317,0.0991,0.0991,0.7096
278,0.025,0.2397,0.2397,0.2556
279,-0.0255,-0.1465,-0.1465,0.7972
280,0.0565,-0.0015,-0.0015,0.0538
281,0.2991,0.0012,0.0012,0.2574
282,-0.4002,0.3431,0.3431,0.8386
283,0.1176,-0.525,-0.525,0.4135
284,-0.4575,-0.0574,-0.0574,-0.2881
285,0.8681,-0.113,-0.113,0.8255
286,0.4125,0.128,0.128,0.2964
287,0.4737,-0.0417,-0.0417,0.2565
288,-0.0841,0.2114,0.2114,0.0694
289,0.5299,-0.0877,-0.0877,0.9103
290,0.1805,0.0526,0.0526,0.7582
291,-0.2777,-0.4108,-0.4108,0.3006
292,-0.3051,-0.0453,-0.0453,-0.0053
293,0.4814,0.2736,0.2736,0.7799
294,-0.0269,0.3813,0.3813,-0.0752
295,0.6616,-0.2339,-0.2339,0.1258
296,-0.0028,-0.0958,-0.0958,0.0615
297,0.5585,-0.0292,-0.0292,0.4391
298,0.8384,0.0541,0.0541,-0.1843
299,0.6795,-0.4184,-0.4184,-0.003
300,-0.3849,-0.0003,-0.0003,-0.3872
301,0.6676,-0.0214,-0.0214,0.695
302,0.2728,0.3318,0.3318,0.2978
303,0.1459,-0.0836,-0.0836,0.3292
304,-0.1084,0.0534,0.0534,0.0641
305,0.5087,0.0641,0.0641,0.4792
306,-0.1679,0.366,0.366,0.5621
307,-0.3526,-0.0043,-0.0043,0.6284
308,-0.1697,0.0013,0.0013,-0.171
309,0.8509,0.0075,0.0075,0.8963
310,0.3486,0.0816,0.0816,0.1306
311,0.2856,-0.3402,-0.3402,0.1916
312,-0.0514,0.1119,0.1119,-0.4344
313,0.5897,-0.229,-0.229,0.4734
314,0.8117,0.363,0.363,0.1879
315,0.288,-0.0217,-0.0217,-0.2514
316,0.0349,-0.3085,-0.3085,-0.2257
317,0.7866,0.0685,0.0685,0.4532
318,-0.2356,0.2263,0.2263,0.4009
319,0.5077,-0.4123,-0.4123,0.6408
320,-0.3664,0.2095,0.2095,0.0936
321,0.6066,-0.1449,-0.1449,0.6186
322,0.1864,0.336,0.336,0.6233
323,-0.4395,-0.0805,-0.0805,0.2903
324,-0.1799,-0.162,-0.162,0.0839
325,0.5245,0.0258,0.0258,0.9955
326,0.2504,0.1123,0.1123,-0.2029
327,0.5919,-0.4388,-0.4388,0.3002
328,-0.1131,-0.0277,-0.0277,-0.0488
329,0.3627,0.0166,0.0166,0.3649
330,0.5551,0.5694,0.5694,-0.0671
331,0.6916,-0.1227,-0.1227,-0.1323
332,-0.2141,-0.0694,-0.0694,-0.3107
333,0.6973,-0.0152,-0.0152,0.8619
334,0.131,0.0982,0.0982,0.5561
335,0.2375,-0.2328,-0.2328,0.4046
336,0.1091,0.0177,0.0177,0.115
337,0.6092,0.0039,0.0039,0.5981
338,-0.1204,0.1543,0.1543,0.6323
339,-0.024,-0.5748,-0.5748,0.467
340,-0.2081,0.0052,0.0052,-0.3278
341,0.6806,0.0819,0.0819,0.8208
342,0.2193,0.2514,0.2514,0.0921
343,0.3915,-0.1246,-0.1246,-0.0314
344,-0.1145,0.1554,0.1554,-0.1577
345,0.9188,-0.1925,-0.1925,0.401
346,0.9189,0.1079,0.1079,0.2535
347,0.2565,-0.3355,-0.3355,-0.0901
348,0.0357,-0.0025,-0.0025,-0.484
349,0.6774,0.1656,0.1656,0.3497
350,-0.0794,0.4851,0.4851,0.139
351,0.2543,-0.1525,-0.1525,0.7442
352,0.1722,0.1076,0.1076,0.0401
353,0.3445,0.019,0.019,0.4996
354,0.5679,0.3923,0.3923,-0.2545
355,0.1428,-0.5924,-0.5924,0.1246
356,-0.2559,-0.0043,-0.0043,-0.2725
357,0.9243,-0.0192,-0.0192,0.936
358,0.2212,0.0468,0.0468,0.2935
359,0.0487,-0.0294,-0.0294,0.4912
360,-0.2788,0.1412,0.1412,-0.1148
361,0.405,-0.037,-0.037,0.6759
362,0.0311,0.2857,0.2857,0.7242
363,0.0707,-0.289,-0.289,0.1239
364,-0.3506,-0.1052,-0.1052,0.1337
365,0.575,0.0493,0.0493,0.6133
366,0.4181,0.3189,0.3189,-0.0509
367,0.8973,-0.06,-0.06,0.1505
368,0.0804,0.0415,0.0415,-0.138
369,0.7432,-0.1275,-0.1275,0.6273
370,0.436,0.2969,0.2969,0.3229
371,0.5286,-0.256,-0.256,-0.2366
372,-0.1134,-0.0177,-0.0177,-0.1232
373,0.8309,0.1108,0.1108,0.4314
374,-0.3428,0.0212,0.0212,0.3663
375,0.0336,-0.277,-0.277,0.5301
376,0.2108,-0.0342,-0.0342,0.0169
377,0.3147,-0.0918,-0.0918,0.4042
378,0.2702,0.6231,0.6231,0.4143
379,-0.1087,-0.3727,-0.3727,0.8413
380,-0.4473,0.0314,0.0314,-0.46
381,0.7896,-0.0012,-0.0012,0.7859
382,0.4407,0.0071,0.0071,0.0424
383,0.2555,-0.0261,-0.0261,0.2061
384,0.0521,0.1895,0.1895,-0.05
385,0.8448,-0.1063,-0.1063,0.4717
386,0.7814,0.0307,0.0307,0.1283
387,0.3835,-0.3761,-0.3761,-0.2489
388,-0.0598,-0.0335,-0.0335,-0.2279
389,0.7891,0.2814,0.2814,0.5417
390,-0.1159,0.3184,0.3184,-0.0202
391,0.0744,-0.2039,-0.2039,0.6321
392,0.0664,-0.1305,-0.1305,0.0033
393,0.3687,-0.0392,-0.0392,0.4993
394,-0.2374,0.0109,0.0109,0.8685
395,0.0317,-0.3763,-0.3763,0.7624
396,-0.3256,0.0177,0.0177,-0.4384
397,0.7253,-0.0314,-0.0314,0.6922
398,0.31,0.2757,0.2757,0.2412
399,0.2901,-0.0657,-0.0657,0.1188
400,0.1479,0.0277,0.0277,0.0312
401,0.3933,0.1379,0.1379,0.4899
402,0.4329,0.4278,0.4278,-0.2508
403,0.7688,-0.0687,-0.0687,-0.3769
404,-0.2761,0.0497,0.0497,-0.2103
405,0.8376,-0.017,-0.017,0.9982
406,0.2657,0.0496,0.0496,0.3713
407,0.1936,-0.243,-0.243,0.207
408,-0.2992,0.0728,0.0728,0.0281
409,0.4179,-0.1514,-0.1514,0.5317
410,0.1076,0.4254,0.4254,0.6888
411,-0.264,-0.0664,-0.0664,0.4255
412,-0.316,-0.248,-0.248,-0.0381
413,0.5912,0.0184,0.0184,0.7197
414,0.4198,0.2223,0.2223,-0.0791
415,0.5601,-0.3096,-0.3096,0.5294
416,0.1394,0.0023,0.0023,0.2081
417,0.529,-0.0098,-0.0098,0.5462
418,0.1433,0.4533,0.4533,0.4098
419,-0.3998,-0.3246,-0.3246,0.8112
420,-0.3302,0.0386,0.0386,-0.3436
421,0.7135,0.0685,0.0685,0.9114
422,0.3283,0.0685,0.0685,-0.0434
423,0.2748,-0.1595,-0.1595,0.1257
424,-0.0564,0.0044,0.0044,-0.2469
425,0.8561,-0.1885,-0.1885,0.5065
426,0.5899,0.322,0.322,0.4497
427,0.4487,-0.1936,-0.1936,-0.1606
428,-0.1849,-0.19,-0.19,-0.2235
429,0.6331,0.108,0.108,0.366
430,-0.3907,0.1656,0.1656,0.5743
431,0.2932,-0.277,-0.277,0.569
432,-0.3854,0.2241,0.2241,-0.046
433,0.5704,-0.0168,-0.0168,0.8046
434,0.0883,0.1463,0.1463,0.6697
435,-0.134,-0.2806,-0.2806,0.0462
436,-0.1067,-0.1284,-0.1284,0.1547
437,0.6804,0.2029,0.2029,0.681
438,0.2333,0.2821,0.2821,-0.1193
439,0.9397,-0.1223,-0.1223,-0.1001
440,-0.028,0.0294,0.0294,-0.0705
441,0.3952,-0.0097,-0.0097,0.2807
442,0.9415,0.2604,0.2604,-0.3057
443,0.3735,-0.4266,-0.4266,0.027
444,-0.1709,-0.1011,-0.1011,-0.4085
445,0.8124,-0.0046,-0.0046,0.8131
446,0.1631,0.1717,0.1717,0.3674
447,0.1793,-0.0561,-0.0561,0.607
448,-0.0099,0.1081,0.1081,0.0984
449,0.4789,0.0163,0.0163,0.3821
450,-0.2393,0.3625,0.3625,0.6644
451,0.0625,-0.5551,-0.5551,0.176
452,-0.2408,-0.0073,-0.0073,-0.218
453,0.9319,0.045,0.045,0.951
454,0.2639,0.051,0.051,0.1699
455,0.5358,-0.0132,-0.0132,-0.03
456,-0.1961,0.1389,0.1389,-0.3272
457,0.7088,-0.0599,-0.0599,0.3831
458,0.819,0.2634,0.2634,0.0538
459,0.1301,-0.2474,-0.2474,0.0413
460,0.1601,-0.1304,-0.1304,-0.322
461,0.63,0.1085,0.1085,0.5664
462,-0.1211,0.3098,0.3098,0.422
463,0.0829,-0.0315,-0.0315,0.9454
464,-0.2722,0.0493,0.0493,0.1097
465,0.7063,-0.1519,-0.1519,0.8875
466,0.4208,0.2151,0.2151,0.4543
467,-0.2887,-0.2766,-0.2766,0.3687
468,-0.1204,-0.1154,-0.1154,-0.0277
469,0.294,0.1105,0.1105,0.8225
470,0.4224,0.0769,0.0769,-0.4754
471,0.614,-0.3546,-0.3546,0.1076
472,0.0296,-0.0064,-0.0064,0.0846
473,0.5441,-0.1223,-0.1223,0.3893
474,0.4076,0.5467,0.5467,0.4018
475,0.6695,-0.3972,-0.3972,-0.1401
476,-0.3934,-0.0775,-0.0775,-0.4428
477,0.7493,0.0221,0.0221,0.6629
478,-0.0916,0.0447,0.0447,0.5158
479,0.2628,-0.0737,-0.0737,0.3742
480,0.1747,0.1941,0.1941,-0.3326
481,0.6142,-0.1124,-0.1124,0.5853
482,0.5356,0.3413,0.3413,0.1712
483,0.3366,-0.1224,-0.1224,-0.4481
484,0.0557,-0.1459,-0.1459,-0.2272
485,0.9179,0.0041,0.0041,0.5735
486,-0.1391,0.1251,0.1251,0.2733
487,0.372,-0.3927,-0.3927,0.56
488,0.0066,-0.0175,-0.0175,-0.0417
489,0.3648,0.0521,0.0521,0.3489
490,-0.0674,0.577,0.577,0.4408
491,-0.1461,-0.1729,-0.1729,0.7313
492,-0.3376,-0.0539,-0.0539,-0.248
493,0.9115,-0.0134,-0.0134,0.6337
494,0.5651,0.106,0.106,0.1941
495,0.3843,-0.1909,-0.1909,0.2831
496,0.1638,-0.0638,-0.0638,0.1708
497,0.4634,0.028,0.028,0.5264
498,0.6705,0.1362,0.1362,-0.2805
499,0.6466,-0.5696,-0.5696,0.0025
500,-0.4679,0.0317,0.0317,-0.1478
501,0.8543,0.0388,0.0388,0.8016
502,0.1327,0.1516,0.1516,0.2464
503,-0.0663,-0.0732,-0.0732,0.2598
504,-0.0786,0.078,0.078,-0.0742
505,0.3474,-0.1938,-0.1938,0.7636
506,0.095,0.0874,0.0874,0.9466
507,-0.0451,-0.3412,-0.3412,0.4089
508,-0.4066,-0.0179,-0.0179,-0.1098
509,0.4854,0.1405,0.1405,0.7081
510,0.1856,0.3711,0.3711,-0.07
511,0.6169,-0.0988,-0.0988,0.2033
512,0.0512,0.1462,0.1462,0.0196
513,0.4189,0.0117,0.0117,0.4476
514,0.7465,0.1737,0.1737,-0.3038
515,0.3488,-0.4714,-0.4714,-0.116
516,-0.1575,-0.0015,-0.0015,-0.2294
517,0.9348,0.0434,0.0434,0.8559
518,0.1613,0.0896,0.0896,0.2004
519,0.0506,-0.1609,-0.1609,0.5474
520,-0.3142,0.1918,0.1918,-0.243
521,0.3885,-0.1226,-0.1226,0.7397
522,0.0555,0.1437,0.1437,0.8512
523,-0.0212,-0.1912,-0.1912,0.1563
524,-0.3277,-0.0186,-0.0186,0.2274
525,0.4914,0.0913,0.0913,0.6494
526,0.239,0.3985,0.3985,0.0001
527,0.9276,-0.2119,-0.2119,0.1563
528,0.0949,0.1159,0.1159,-0.1769
529,0.7684,-0.1598,-0.1598,0.7417
530,0.516,0.202,0.202,0.2786
531,0.5145,-0.109,-0.109,-0.3508
532,-0.0264,-0.0799,-0.0799,-0.139
533,0.8123,0.0415,0.0415,0.3102
534,-0.4124,0.168,0.168,0.3767
535,0.2051,-0.3737,-0.3737,0.5104
536,0.112,-0.0211,-0.0211,0.0694
537,0.4402,-0.1348,-0.1348,0.4432
538,0.0809,0.4653,0.4653,0.6613
539,-0.2732,-0.1274,-0.1274,0.8526
540,-0.4513,-0.028,-0.028,-0.4096
541,0.7161,0.0018,0.0018,0.7416
542,0.4557,0.1199,0.1199,-0.0069
543,0.3132,-0.0539,-0.0539,0.2781
544,-0.3275,0.0825,0.0825,0.2124
545,0.5542,-0.0605,-0.0605,0.6178
546,0.2755,0.4202,0.4202,0.3887
547,-0.4024,-0.2794,-0.2794,0.3184
548,-0.155,-0.1862,-0.1862,-0.0635
549,0.6343,0.0902,0.0902,0.9273
550,0.3204,0.004,0.004,-0.1391
551,0.71,-0.2915,-0.2915,0.1518
552,-0.0693,-0.0218,-0.0218,0.0431
553,0.3175,0.0742,0.0742,0.3817
554,0.2858,0.6528,0.6528,0.0786
555,0.7029,-0.2953,-0.2953,-0.1033
556,-0.3217,-0.0531,-0.0531,-0.3505
557,0.6733,-0.08,-0.08,0.9494
558,0.2252,0.0178,0.0178,0.6207
559,0.1823,-0.1372,-0.1372,0.4076
560,0.1662,-0.0505,-0.0505,0.11
561,0.5596,0.0099,0.0099,0.4891
562,-0.1392,0.3265,0.3265,0.5877
563,0.2559,-0.6476,-0.6476,0.3345
564,-0.1754,0.0516,0.0516,-0.401
565,0.7805,0.0839,0.0839,0.8446
566,0.2819,0.1669,0.1669,0.058
567,0.3299,-0.0418,-0.0418,-0.1055
568,-0.0704,0.0771,0.0771,-0.1716
569,0.8924,-0.0596,-0.0596,0.2936
570,0.8713,0.2886,0.2886,0.2595
571,0.1577,-0.3886,-0.3886,0.1311
572,-0.0919,-0.0801,-0.0801,-0.4218
573,0.6539,0.1924,0.1924,0.5188
574,-0.2063,0.3359,0.3359,0.3193
575,0.1683,-0.0289,-0.0289,0.6726
576,-0.0804,0.1192,0.1192,0.1175
577,0.4672,-0.0153,-0.0153,0.8139
578,0.1177,0.1849,0.1849,0.7571
579,-0.0564,-0.5129,-0.5129,0.2263
580,-0.2447,-0.0515,-0.0515,-0.1057
581,0.6464,0.296,0.296,0.7389
582,0.0895,0.2919,0.2919,-0.1628
583,0.6404,-0.1232,-0.1232,0.0118
584,-0.0665,-0.1156,-0.1156,0.1551
585,0.4752,-0.0006,-0.0006,0.3882
586,0.8007,0.3008,0.3008,-0.1886
587,0.5336,-0.5407,-0.5407,0.2651
588,-0.4827,0.0499,0.0499,-0.3542
589,0.748,-0.048,-0.048,0.7605
590,0.1944,0.2269,0.2269,0.4299
591,0.0682,-0.0279,-0.0279,0.2497
592,-0.0096,0.0075,0.0075,0.1227
593,0.5515,0.107,0.107,0.3827
594,-0.0593,0.5139,0.5139,0.3076
595,-0.3403,-0.2465,-0.2465,0.6812
596,-0.231,0.013,0.013,-0.2318
597,0.9284,-0.0321,-0.0321,0.8607
598,0.4233,0.0239,0.0239,0.1901
599,0.376,-0.2332,-0.2332,0.0715
600,0.0194,0.0363,0.0363,-0.3697
601,0.6167,-0.1477,-0.1477,0.4176
602,0.6153,0.4636,0.4636,0.2603
