,dU11,dU12,dU21,dU22
76,-0.4297,0.1501,0.1501,-0.0546
77,0.6579,0.1876,0.1876,0.3577
78,0.1063,0.2388,0.2388,0.1593
79,-0.3738,-0.0562,-0.0562,0.6395
80,-0.0702,-0.05,-0.05,-0.3204
81,0.5046,-0.1251,-0.1251,0.6047
82,-0.0627,0.5655,0.5655,0.4221
83,0.0558,-0.0531,-0.0531,0.3036
84,0.16,0.1719,0.1719,-0.1756
85,0.5702,0.1678,0.1678,0.9141
86,0.6074,0.0029,0.0029,0.127
87,0.3734,-0.5097,-0.5097,0.3609
88,-0.2375,0.0109,0.0109,-0.3407
89,0.45,0.0516,0.0516,0.4719
90,0.6942,0.3585,0.3585,0.2277
91,0.7311,-0.1757,-0.1757,0.1908
92,0.1622,-0.1111,-0.1111,0.0097
93,0.7248,-0.0762,-0.0762,0.9471
94,-0.1502,0.044,0.044,0.3221
95,-0.0074,-0.5012,-0.5012,0.1792
96,-0.3994,-0.1691,-0.1691,0.1494
97,0.7941,-0.2744,-0.2744,0.4559
98,0.3488,0.4162,0.4162,0.1512
99,0.5635,-0.0745,-0.0745,-0.0635
100,-0.1632,0.2372,0.2372,-0.0868
101,0.8622,0.0382,0.0382,0.3878
102,0.0553,0.1407,0.1407,0.4447
103,-0.0486,-0.4131,-0.4131,0.5486
104,-0.2667,0.022,0.022,-0.1708
105,0.5532,0.0479,0.0479,0.5093
106,0.3822,0.4009,0.4009,0.6803
107,0.2292,-0.1123,-0.1123,0.8333
108,-0.0293,0.0527,0.0527,-0.0332
109,0.6661,0.0019,0.0019,0.7714
110,0.2821,0.2911,0.2911,-0.3446
111,0.1881,-0.2361,-0.2361,-0.2506
112,-0.4033,0.0051,0.0051,-0.4092
113,0.3387,0.003,0.003,0.3488
114,0.712,0.0971,0.0971,-0.0245
115,0.4378,-0.357,-0.357,0.2497
116,0.1504,0.0008,0.0008,0.1621
117,0.907,0.0058,0.0058,0.9055
118,-0.0744,0.3031,0.3031,0.3869
119,-0.1375,-0.2235,-0.2235,0.45
120,-0.0453,-0.1632,-0.1632,-0.2047
121,0.4618,-0.0797,-0.0797,0.7882
122,-0.2874,0.1849,0.1849,0.7874
123,0.1909,-0.1718,-0.1718,0.3091
124,-0.1192,0.0004,0.0004,-0.1308
125,0.6246,0.0058,0.0058,0.6254
126,0.2539,0.0044,0.0044,0.2461
127,0.8075,-0.4929,-0.4929,-0.3075
128,0.0735,-0.3131,-0.3131,-0.3176
129,0.3149,-0.1956,-0.1956,0.941
130,-0.1182,0.0857,0.0857,0.624
131,0.1698,-0.3597,-0.3597,0.336
132,0.0686,0.0319,0.0319,-0.3128
133,0.596,0.1907,0.1907,0.6598
134,0.3652,0.1574,0.1574,0.1406
135,0.7061,-0.3233,-0.3233,-0.2002
136,-0.2134,0.0053,0.0053,-0.2182
137,0.5288,0.0024,0.0024,0.5395
138,0.8904,0.1349,0.1349,0.178
139,0.6649,-0.3452,-0.3452,0.4034
140,-0.0342,0.0002,0.0002,-0.0225
141,0.7219,0.0059,0.0059,0.7215
142,-0.2892,0.2774,0.2774,0.2326
143,-0.2972,-0.2529,-0.2529,0.2406
144,-0.449,0.0263,0.0263,-0.3576
145,0.373,0.0457,0.0457,0.3204
146,0.2351,0.4129,0.4129,0.4582
147,0.0356,-0.084,-0.084,0.6578
148,0.166,0.0523,0.0523,0.1524
149,0.8569,0.0068,0.0068,0.9615
150,0.498,0.2611,0.2611,-0.1796
151,0.3559,-0.2553,-0.2553,-0.0375
152,-0.2428,-0.0599,-0.0599,-0.0013
153,0.6878,-0.1207,-0.1207,0.5681
154,0.4495,0.583,0.583,0.0564
155,0.3806,-0.0431,-0.0431,0.1252
156,-0.1256,0.0526,0.0526,-0.1185
157,0.6805,0.0036,0.0036,0.5753
158,0.2132,0.0347,0.0347,0.2926
159,-0.2057,-0.5252,-0.5252,0.7116
160,-0.4144,-0.0415,-0.0415,-0.1579
161,0.5054,-0.1282,-0.1282,0.4224
162,0.5732,0.2139,0.2139,0.3545
163,0.9178,-0.232,-0.232,0.0099
164,0.0547,0.0401,0.0401,0.1231
165,0.879,0.0342,0.0342,0.7987
166,-0.3375,0.0341,0.0341,0.5152
167,0.0632,-0.3212,-0.3212,0.1145
168,0.1248,-0.0367,-0.0367,-0.1345
169,0.7084,-0.1297,-0.1297,0.7819
170,0.0702,0.5372,0.5372,0.6701
171,0.2525,-0.0657,-0.0657,0.4878
172,-0.0434,0.1885,0.1885,-0.3413
173,0.3691,0.149,0.149,0.7461
174,0.4212,0.0279,0.0279,-0.056
175,0.2419,-0.5063,-0.5063,0.1233
176,-0.2885,-0.1254,-0.1254,-0.19
177,0.6362,-0.0493,-0.0493,0.3853
178,0.6997,0.2459,0.2459,-0.4282
179,0.1896,-0.1235,-0.1235,0.0819
180,-0.2247,0.1667,0.1667,0.1212
181,0.865,0.173,0.173,0.5315
182,0.3188,0.2402,0.2402,0.3277
183,-0.1864,-0.0094,-0.0094,0.8329
184,-0.3442,0.0515,0.0515,-0.3218
185,0.4685,0.0112,0.0112,0.3655
186,0.057,0.231,0.231,0.777
187,0.2429,-0.2712,-0.2712,0.5911
188,-0.0687,-0.0769,-0.0769,0.1526
189,0.8689,-0.1107,-0.1107,0.7151
190,0.0845,0.2364,0.2364,-0.0005
191,0.5437,-0.0902,-0.0902,-0.4597
192,-0.4036,-0.0527,-0.0527,-0.403
193,0.3994,-0.0003,-0.0003,0.2939
194,0.5759,0.2265,0.2265,0.1174
195,0.6473,-0.3043,-0.3043,0.0461
196,0.2078,-0.0205,-0.0205,0.1106
197,0.8887,-0.0486,-0.0486,0.9297
198,0.0377,0.2985,0.2985,0.2807
199,-0.237,-0.1613,-0.1613,0.5554
200,-0.1121,-0.0518,-0.0518,-0.132
201,0.5761,-0.01,-0.01,0.6797
202,-0.3244,0.3909,0.3909,0.8303
203,0.2234,-0.0437,-0.0437,0.2825
204,-0.0096,0.0742,0.0742,-0.2346
205,0.5537,0.1125,0.1125,0.7021
206,0.28,0.132,0.132,0.2258
207,0.8556,-0.1237,-0.1237,-0.3497
208,-0.3146,-0.0178,-0.0178,0.0705
209,0.6457,-0.1925,-0.1925,0.6102
210,0.6087,0.4281,0.4281,-0.1028
211,0.4016,-0.1236,-0.1236,0.1042
212,-0.2941,0.3266,0.3266,0.0499
213,0.9545,0.172,0.172,0.3013
214,-0.0997,0.1093,0.1093,0.6055
215,0.1401,-0.3638,-0.3638,0.3657
216,-0.21,-0.0006,-0.0006,-0.2216
217,0.5336,-0.0058,-0.0058,0.5348
218,0.3018,0.2868,0.2868,0.7666
219,0.2383,-0.2398,-0.2398,0.8301
220,-0.0311,-0.0052,-0.0052,-0.0255
221,0.7268,-0.0028,-0.0028,0.7165
222,0.3256,0.105,0.105,-0.3822
223,0.08,-0.3651,-0.3651,-0.1366
224,-0.0003,-0.1443,-0.1443,-0.3845
225,0.4133,-0.1921,-0.1921,0.7019
226,0.1109,0.5047,0.5047,0.2543
227,-0.0552,-0.0338,-0.0338,0.4205
228,0.0287,0.1305,0.1305,-0.0384
229,0.6146,0.0335,0.0335,0.8756
230,0.4861,0.0686,0.0686,0.2541
231,0.6832,-0.5296,-0.5296,0.0571
232,-0.1857,0.0899,0.0899,-0.3865
233,0.374,0.1004,0.1004,0.5538
234,0.492,0.509,0.509,0.4357
235,0.7037,-0.0133,-0.0133,0.224
236,0.1063,-0.0498,-0.0498,0.0714
237,0.7891,-0.0175,-0.0175,0.8886
238,-0.2016,0.1396,0.1396,0.3793
239,-0.0964,-0.3855,-0.3855,0.2741
240,-0.3019,-0.0425,-0.0425,-0.3642
241,0.3744,-0.0312,-0.0312,0.4595
242,0.0985,0.0492,0.0492,0.7355
243,0.3516,-0.4227,-0.4227,0.4823
244,0.1729,0.0319,0.0319,-0.0889
245,0.76,0.1309,0.1309,0.8239
246,0.3067,0.4356,0.4356,-0.2228
247,0.2473,-0.1248,-0.1248,-0.1633
248,-0.2142,-0.177,-0.177,0.1107
249,0.8753,-0.1624,-0.1624,0.5212
250,0.8325,0.0219,0.0219,-0.1861
251,0.3336,-0.24,-0.24,0.3129
252,-0.3659,0.0462,0.0462,-0.1127
253,0.5569,0.1266,0.1266,0.4646
254,0.0789,0.1222,0.1222,0.1926
255,-0.422,-0.2596,-0.2596,0.6935
256,-0.2567,-0.0361,-0.0361,-0.4797
257,0.3458,-0.1115,-0.1115,0.4179
258,0.2645,0.2296,0.2296,0.4992
259,-0.0564,-0.224,-0.224,0.8201
260,0.0524,0.0535,0.0535,-0.0388
261,0.7033,0.0456,0.0456,0.8104
262,0.4507,0.0355,0.0355,-0.4371
263,0.0311,-0.3037,-0.3037,-0.0174
264,-0.1961,-0.0575,-0.0575,0.2098
265,0.8143,-0.2029,-0.2029,0.6993
266,0.6447,0.4707,0.4707,0.119
267,0.566,-0.1028,-0.1028,0.1977
268,-0.2824,0.1287,0.1287,-0.0789
269,0.6981,0.1017,0.1017,0.4406
270,0.0314,0.0191,0.0191,0.3573
271,0.1262,-0.582,-0.582,0.2625
272,-0.1207,-0.1527,-0.1527,-0.2406
273,0.4166,-0.06,-0.06,0.722
274,-0.3428,0.2342,0.2342,0.7315
275,0.1288,-0.1504,-0.1504,0.2599
276,0.1587,0.1464,0.1464,-0.145
277,0.6105,0.1519,0.1519,0.9032
278,0.3857,0.2109,0.2109,0.378
279,0.9208,-0.0099,-0.0099,-0.1571
280,-0.3432,0.1145,0.1145,-0.3931
281,0.2673,0.025,0.025,0.4963
282,0.796,0.2659,0.2659,-0.0324
283,0.5211,-0.217,-0.217,0.2426
284,0.0646,-0.0401,-0.0401,-0.0509
285,0.7167,-0.0577,-0.0577,0.797
286,-0.0471,0.2999,0.2999,0.0608
287,-0.4314,-0.0788,-0.0788,0.4451
288,-0.2828,-0.2385,-0.2385,0.0152
289,0.8547,-0.149,-0.149,0.3777
290,0.6979,0.1055,0.1055,-0.2155
291,0.3045,-0.274,-0.274,0.1779
292,-0.4112,0.0464,0.0464,0.1436
293,0.6626,0.2774,0.2774,0.5698
294,0.0779,0.2289,0.2289,0.4046
295,-0.1404,-0.2723,-0.2723,0.6228
296,-0.1338,0.0,-0.0,-0.1338
297,0.6162,0.0,0.0,0.6162
298,0.2655,0.1328,0.1328,0.9669
299,0.4834,-0.3507,-0.3507,0.749
300,0.0537,0.0,0.0,0.0537
301,0.8037,-0.0,0.0,0.8037
302,0.3106,0.2732,0.2732,-0.2032
303,0.3269,-0.2569,-0.2569,-0.2195
304,-0.3682,-0.0,0.0,-0.3682
305,0.3818,0.0,0.0,0.3818
306,0.4796,0.362,0.362,0.284
307,0.7439,-0.0978,-0.0978,0.0198
308,0.1943,0.0,0.0,0.1943
309,0.9443,-0.0,0.0,0.9443
310,-0.1027,0.2289,0.2289,0.4914
311,-0.0346,-0.297,-0.297,0.4232
312,-0.0967,-0.0416,-0.0416,-0.2647
313,0.5277,-0.084,-0.084,0.611
314,-0.0153,0.6219,0.6219,0.404
315,0.1055,-0.03,-0.03,0.2832
316,-0.1743,0.0935,0.0935,-0.187
317,0.4758,0.0063,0.0063,0.6629
318,0.2649,0.0617,0.0617,0.1237
319,0.626,-0.4943,-0.4943,-0.2373
320,-0.4313,-0.1267,-0.1267,-0.094
321,0.614,-0.1687,-0.1687,0.3606
322,0.1881,0.5337,0.5337,0.0365
323,0.3211,-0.0297,-0.0297,-0.0965
324,-0.116,0.1589,0.1589,-0.0344
325,0.8337,0.0408,0.0408,0.5159
326,0.1586,0.0835,0.0835,0.441
327,0.0017,-0.5044,-0.5044,0.5979
328,-0.3151,0.0469,0.0469,-0.2103
329,0.5342,0.0524,0.0524,0.4404
330,0.4627,0.4446,0.4446,0.5119
331,0.1831,-0.0168,-0.0168,0.7915
332,0.0735,-0.1106,-0.1106,0.1511
333,0.9729,-0.0388,-0.0388,0.7517
334,0.3447,0.1117,0.1117,-0.1201
335,0.3255,-0.4436,-0.4436,-0.1009
336,-0.3042,-0.0567,-0.0567,-0.2212
337,0.544,-0.0415,-0.0415,0.4306
338,0.7884,0.0466,0.0466,0.1862
339,0.5553,-0.4401,-0.4401,0.4193
340,-0.0015,0.0278,0.0278,0.2262
341,0.8901,0.1138,0.1138,0.8345
342,-0.1433,0.4206,0.4206,0.3679
343,-0.108,-0.1339,-0.1339,0.3326
344,0.0357,-0.1209,-0.1209,-0.1861
345,0.5539,-0.1109,-0.1109,0.7957
346,-0.2856,0.0252,0.0252,0.8852
347,0.2928,-0.1639,-0.1639,0.3068
348,-0.0645,0.0723,0.0723,-0.4609
349,0.415,0.1982,0.1982,0.5596
350,0.2013,0.1912,0.1912,0.0233
351,0.601,-0.2275,-0.2275,-0.3764
352,-0.4502,0.0,0.0,-0.4502
353,0.2998,-0.0,-0.0,0.2998
354,0.033,0.2635,0.2635,0.5666
355,0.0363,-0.2668,-0.2668,0.5633
356,0.1123,-0.0,0.0,0.1123
357,0.8623,0.0,-0.0,0.8623
358,0.2537,0.3473,0.3473,-0.0291
359,0.4596,-0.1414,-0.1414,-0.235
360,-0.0929,-0.0921,-0.0921,-0.0575
361,0.7669,-0.0177,-0.0177,0.5827
362,0.8432,0.3679,0.3679,-0.2436
363,0.3524,-0.0776,-0.0776,0.2472
364,-0.1535,0.0516,0.0516,0.0031
365,0.7264,0.0783,0.0783,0.6232
366,0.281,0.0918,0.0918,0.3187
367,-0.343,-0.132,-0.132,0.9426
368,0.158,-0.0258,-0.0258,-0.4021
369,0.6021,-0.2801,-0.2801,0.6538
370,-0.0467,0.3605,0.3605,0.5525
371,0.0366,-0.1798,-0.1798,0.4692
372,0.009,0.2488,0.2488,-0.2531
373,0.3791,0.1311,0.1311,0.8768
374,0.5216,0.0833,0.0833,-0.0157
375,0.3918,-0.4477,-0.4477,0.1141
376,-0.3096,0.0,0.0,-0.3096
377,0.4404,-0.0,-0.0,0.4404
378,0.6765,0.2913,0.2913,0.2043
379,0.7318,-0.2361,-0.2361,0.1491
380,-0.1221,-0.0,-0.0,-0.1221
381,0.6279,0.0,-0.0,0.6279
382,-0.4816,0.1067,0.1067,0.2374
383,-0.2287,-0.3595,-0.3595,-0.0154
384,-0.1255,-0.0267,-0.0267,-0.4937
385,0.4137,-0.1841,-0.1841,0.4672
386,-0.2719,0.4519,0.4519,0.4028
387,-0.0837,-0.1113,-0.1113,0.2145
388,-0.0254,0.1624,0.1624,-0.2187
389,0.4656,0.0966,0.0966,0.7903
390,0.4361,0.0465,0.0465,0.0698
391,0.3909,-0.5438,-0.5438,0.1149
392,-0.2145,0.005,0.005,-0.4047
393,0.4355,0.0951,0.0951,0.4454
394,0.7551,0.3494,0.3494,0.1257
395,0.6483,-0.1873,-0.1873,0.2325
396,0.1051,-0.0833,-0.0833,0.0257
397,0.7321,-0.0397,-0.0397,0.8987
398,-0.201,0.0944,0.0944,0.3319
399,-0.0906,-0.4405,-0.4405,0.2215
400,-0.2489,-0.0912,-0.0912,-0.2765
401,0.3961,-0.0138,-0.0138,0.5785
402,0.2597,0.1677,0.1677,0.7149
403,0.2101,-0.3762,-0.3762,0.7645
404,0.1938,0.0492,0.0492,0.0308
405,0.8131,0.0815,0.0815,0.9115
406,0.2252,0.4565,0.4565,-0.0005
407,0.3839,-0.0671,-0.0671,-0.1593
408,-0.0838,-0.1858,-0.1858,-0.0666
409,0.8606,-0.0086,-0.0086,0.489
410,0.7165,0.38,0.38,-0.1169
411,0.4252,-0.1375,-0.1375,0.1744
412,-0.4338,0.0803,0.0803,-0.0916
413,0.5676,0.1711,0.1711,0.407
414,0.0481,0.1777,0.1777,0.1765
415,-0.4154,-0.1906,-0.1906,0.64
416,-0.4326,0.0177,0.0177,-0.4677
417,0.2821,0.0176,0.0176,0.3175
418,0.6997,0.0012,0.0012,-0.1001
419,0.3009,-0.3501,-0.3501,0.2987
420,0.0893,0.0095,0.0095,0.1353
421,0.8718,0.023,0.023,0.8528
422,-0.0419,0.369,0.369,0.2665
423,-0.2107,-0.135,-0.135,0.4353
424,-0.0368,-0.0571,-0.0571,-0.1136
425,0.6177,-0.0384,-0.0384,0.7319
426,-0.3687,0.1308,0.1308,0.9683
427,0.2866,-0.0676,-0.0676,0.313
428,0.0411,0.0235,0.0235,-0.1915
429,0.6513,0.1163,0.1163,0.6983
430,0.3654,0.0989,0.0989,0.2342
431,0.8258,-0.3491,-0.3491,-0.2262
432,-0.309,-0.1931,-0.1931,0.1586
433,0.8679,-0.2338,-0.2338,0.4817
434,0.3422,0.4448,0.4448,0.2574
435,0.6017,-0.0288,-0.0288,-0.002
436,-0.1512,0.2479,0.2479,0.0008
437,0.9227,0.076,0.076,0.4269
438,0.0708,0.1215,0.1215,0.5288
439,0.0698,-0.4335,-0.4335,0.5298
440,-0.2457,-0.0139,-0.0139,-0.2797
441,0.4734,-0.017,-0.017,0.5012
442,0.4516,0.3512,0.3512,0.523
443,0.0924,-0.0401,-0.0401,0.8822
444,-0.0815,-0.021,-0.021,-0.0689
445,0.6959,-0.0063,-0.0063,0.6538
446,0.2356,0.1674,0.1674,-0.386
447,0.113,-0.3495,-0.3495,-0.2634
448,-0.4505,-0.0417,-0.0417,-0.2859
449,0.4236,-0.0823,-0.0823,0.3401
450,0.4697,0.2687,0.2687,0.294
451,0.826,-0.1452,-0.1452,-0.0623
452,-0.0005,0.0949,0.0949,0.0141
453,0.8518,0.0073,0.0073,0.6619
454,-0.3502,0.306,0.306,0.3638
455,-0.1753,-0.2124,-0.2124,0.1889
456,0.169,-0.0912,-0.0912,-0.1553
457,0.6656,-0.1621,-0.1621,0.848
458,0.2298,0.5431,0.5431,0.5339
459,0.2027,-0.0502,-0.0502,0.561
460,-0.1581,0.1876,0.1876,-0.2032
461,0.3817,0.0226,0.0226,0.7569
462,0.3429,0.1167,0.1167,0.0457
463,0.5409,-0.4412,-0.4412,-0.1522
464,-0.2087,-0.1703,-0.1703,-0.0589
465,0.7865,-0.0749,-0.0749,0.4459
466,0.7668,0.2046,0.2046,-0.2843
467,0.3087,-0.1734,-0.1734,0.1737
468,-0.1352,0.0041,0.0041,0.2426
469,0.8078,0.1889,0.1889,0.7997
470,0.298,0.1365,0.1365,0.5594
471,0.0236,-0.3881,-0.3881,0.8339
472,-0.3725,0.0803,0.0803,-0.2701
473,0.509,0.0512,0.0512,0.3484
474,-0.0304,0.1016,0.1016,0.8878
475,0.3682,-0.2732,-0.2732,0.4892
476,-0.0372,-0.0161,-0.0161,0.1446
477,0.8198,-0.0909,-0.0909,0.7877
478,0.2158,0.2316,0.2316,-0.1084
479,0.4366,-0.2679,-0.2679,-0.3292
480,-0.1237,-0.2499,-0.2499,-0.2376
481,0.3194,-0.0569,-0.0569,0.8193
482,-0.2235,0.2628,0.2628,0.6122
483,0.0579,-0.217,-0.217,0.3308
484,0.0691,0.1771,0.1771,-0.4304
485,0.3923,0.2498,0.2498,0.7464
486,0.2458,0.3018,0.3018,0.1429
487,0.6319,-0.0745,-0.0745,-0.2432
488,-0.1718,0.0233,0.0233,-0.1896
489,0.5461,0.0089,0.0089,0.5926
490,0.9344,0.1632,0.1632,0.2042
491,0.7122,-0.3196,-0.3196,0.4265
492,-0.0113,0.0171,0.0171,0.0249
493,0.774,0.0181,0.0181,0.7397
494,-0.0042,0.3997,0.3997,0.0179
495,-0.3431,-0.0097,-0.0097,0.3568
496,-0.347,-0.0058,-0.0058,-0.3894
497,0.376,-0.0212,-0.0212,0.3876
498,0.2069,0.3066,0.3066,0.5568
499,0.037,-0.1967,-0.1967,0.7266
500,0.1809,-0.0174,-0.0174,0.2078
501,0.9617,-0.0135,-0.0135,0.927
502,0.5446,0.0443,0.0443,-0.1559
503,0.2441,-0.3938,-0.3938,0.1445
504,-0.2904,-0.0366,-0.0366,-0.0709
505,0.606,-0.1098,-0.1098,0.5327
506,0.4778,0.5674,0.5674,-0.0891
507,0.2979,-0.0517,-0.0517,0.0908
508,-0.2277,0.0542,0.0542,-0.1336
509,0.6235,0.047,0.047,0.5151
510,0.1227,0.0051,0.0051,0.2659
511,0.1465,-0.6765,-0.6765,0.2422
512,-0.3908,-0.0366,-0.0366,-0.4627
513,0.2867,-0.0359,-0.0359,0.3598
514,-0.0005,0.003,0.003,0.647
515,0.3193,-0.4263,-0.4263,0.3272
516,0.0882,-0.0192,-0.0192,0.1833
517,0.9049,-0.0475,-0.0475,0.8666
518,0.2624,0.2979,0.2979,0.0091
519,0.528,-0.1667,-0.1667,-0.2566
520,-0.1744,-0.0424,-0.0424,-0.1166
521,0.6469,-0.0289,-0.0289,0.5621
522,0.916,0.13,0.13,-0.457
523,0.239,-0.0504,-0.0504,0.22
524,-0.2789,0.0278,0.0278,-0.0121
525,0.6323,0.1334,0.1334,0.5767
526,0.1549,0.114,0.114,0.3041
527,-0.284,-0.3363,-0.3363,0.7429
528,0.0845,-0.1532,-0.1532,-0.2818
529,0.4982,-0.1832,-0.1832,0.8045
530,0.2309,0.5092,0.5092,0.3218
531,0.0385,-0.0212,-0.0212,0.5142
532,-0.0018,0.3089,0.3089,-0.1955
533,0.3425,0.0968,0.0968,0.9603
534,0.5633,0.15,0.15,-0.0105
535,0.4738,-0.3778,-0.3778,0.0789
536,-0.2323,-0.0322,-0.0322,-0.1525
537,0.5898,-0.0399,-0.0399,0.5255
538,0.5923,0.3219,0.3219,0.5229
539,0.9814,-0.0457,-0.0457,0.1338
540,0.0095,-0.0492,-0.0492,-0.0193
541,0.6959,-0.0144,-0.0144,0.7943
542,-0.289,0.1552,0.1552,0.2792
543,-0.2093,-0.3741,-0.3741,0.1995
544,-0.4059,-0.0264,-0.0264,-0.0258
545,0.5606,-0.1901,-0.1901,0.5078
546,0.4958,0.4452,0.4452,-0.1774
547,0.3123,-0.1157,-0.1157,0.0061
548,-0.121,0.1579,0.1579,0.0644
549,0.8796,0.0927,0.0927,0.5638
550,0.1695,0.0461,0.0461,0.5239
551,0.2039,-0.5486,-0.5486,0.4895
552,-0.4924,0.0107,0.0107,-0.1268
553,0.4511,0.1828,0.1828,0.4298
554,0.0695,0.417,0.417,0.8114
555,0.2971,-0.1276,-0.1276,0.5838
556,0.0635,-0.004,-0.004,0.0673
557,0.8194,-0.0019,-0.0019,0.8115
558,0.4155,0.1216,0.1216,-0.2846
559,0.19,-0.3584,-0.3584,-0.0591
560,-0.3176,-0.0506,-0.0506,-0.3016
561,0.4911,-0.008,-0.008,0.3898
562,0.7022,0.1904,0.1904,0.1786
563,0.6912,-0.3447,-0.3447,0.1897
564,-0.0508,0.0711,0.0711,0.1816
565,0.8865,0.1162,0.1162,0.7443
566,-0.0542,0.497,0.497,0.1851
567,-0.1667,-0.0559,-0.0559,0.2976
568,-0.0188,-0.2386,-0.2386,-0.0378
569,0.4831,-0.0095,-0.0095,0.9603
570,-0.0289,0.3468,0.3468,0.7223
571,0.1847,-0.1754,-0.1754,0.5086
572,-0.0921,0.0571,0.0571,-0.3395
573,0.4771,0.1237,0.1237,0.5913
574,0.2063,0.1278,0.1278,0.1121
575,0.7351,-0.2121,-0.2121,-0.4168
576,-0.2187,-0.3123,-0.3123,-0.0723
577,0.9168,-0.0732,-0.0732,0.2921
578,0.5942,0.2263,0.2263,-0.1352
579,0.3986,-0.2726,-0.2726,0.0604
580,-0.3418,0.141,0.141,0.0508
581,0.7455,0.1963,0.1963,0.4635
582,0.1904,0.2385,0.2385,0.2686
583,-0.2721,-0.0823,-0.0823,0.7311
584,-0.2583,0.0507,0.0507,-0.2202
585,0.5615,0.019,0.019,0.46
586,0.12,0.1775,0.1775,0.9015
587,0.378,-0.2921,-0.2921,0.6434
588,-0.0122,0.037,0.037,-0.0914
589,0.6612,0.0396,0.0396,0.7353
590,-0.0373,0.429,0.429,-0.0662
591,0.2689,-0.0108,-0.0108,-0.3724
592,-0.3275,0.014,0.014,-0.4322
593,0.3561,0.0524,0.0524,0.3841
594,0.5851,0.3715,0.3715,0.1551
595,0.6478,-0.1607,-0.1607,0.0925
596,0.1497,0.043,0.043,0.2156
597,0.9757,0.033,0.033,0.8896
598,-0.2429,0.0565,0.0565,0.6081
599,0.1404,-0.318,-0.318,0.2248
600,0.0275,-0.043,-0.043,-0.2248
601,0.6084,-0.1262,-0.1262,0.6943
602,0.0042,0.5534,0.5534,0.5486
